# tick 6000
[agents]
entity	resources	trust_baseline	age	venture_chance	traits	coop_quality	group_key
475	6498.4731	0.3535	6001	0.4000	1,2,1	0.5000	25
505	4050.0361	0.2831	6001	0.4000	2,2,1	0.5000	41
477	7026.9717	0.1820	6001	0.4000	3,1,3	0.5000	55
491	4650.1602	0.1300	6001	0.4000	3,3,2	0.5000	62
479	5806.1245	-0.0857	6001	0.4000	3,2,1	0.5000	57
480	8538.0625	0.4021	6001	0.4000	0,3,3	0.5000	15
8589935484	3414.1489	0.4688	5850	0.4000	0,0,0	0.5000	0
482	2707.5413	-0.2269	6001	0.4000	0,0,2	0.5000	2
500	4997.0928	0.2809	6001	0.4000	2,2,0	0.5000	40
4294968165	3626.6992	-0.1994	5950	0.4000	2,3,2	0.5000	46
512	2532.0400	0.0971	6001	0.4000	0,1,2	0.5000	6
503	6940.7998	0.4325	6001	0.4000	0,3,0	0.5000	12
487	5149.5796	-0.2480	6001	0.4000	1,3,3	0.5000	31
508	2320.7700	0.0445	6001	0.4000	0,3,1	0.5000	13
4294967865	5935.6689	0.1746	5700	0.4000	3,1,2	0.5000	54
4294967997	6945.8486	0.3743	5900	0.4000	3,3,0	0.5000	60
8589935287	2847.7002	-0.2999	5800	0.4000	0,0,3	0.5000	3
4294967909	4182.9106	-0.1077	5650	0.4000	2,2,3	0.5000	43
17179869874	4893.8208	-0.0187	5600	0.4000	0,1,2	0.5000	6
4294968083	2590.5649	-0.2819	5550	0.4000	3,1,2	0.5000	54
4294967895	4775.8330	0.4978	5500	0.4000	1,2,0	0.5000	24
4294967841	6042.4194	0.3616	5450	0.4000	1,2,3	0.5000	27
8589935087	2356.8755	0.4744	5400	0.4000	1,1,0	0.5000	20
8589935386	4030.0337	-0.0607	5350	0.4000	2,3,3	0.5000	47
8589935318	4414.7607	0.4385	5300	0.4000	0,3,3	0.5000	15
8589935089	4239.7271	0.3490	5250	0.4000	1,0,0	0.5000	16
8589935490	4954.5996	0.0247	5200	0.4000	0,2,1	0.5000	9
