tick	kind	agent_a	agent_b	value
520	venture_failure	506	507	0.894012
520	venture_failure	507	506	0.794012
520	venture_failure	509	8589935189	-0.668385
520	venture_success	12884902445	507	0.346035
521	venture_success	515	8589935189	1.000000
521	relationship_created	513	12884902445	0.150000
521	venture_success	513	12884902445	0.150000
521	venture_success	507	510	1.000000
521	venture_success	509	510	1.000000
521	venture_success	510	509	1.000000
521	venture_success	17179869772	8589935185	1.000000
521	venture_success	8589935190	507	0.298209
522	venture_failure	502	12884902445	-0.195883
522	venture_success	512	508	1.000000
522	venture_success	8589935189	513	0.178553
522	venture_success	508	512	1.000000
522	venture_success	509	510	1.000000
522	venture_success	510	513	1.000000
522	venture_failure	8589935190	515	-0.046832
522	relationship_created	8589935189	12884902445	-0.100000
522	venture_failure	12884902445	8589935189	-0.100000
523	venture_failure	512	508	0.898000
523	venture_success	513	510	1.000000
523	venture_success	8589935189	515	1.000000
523	venture_failure	507	510	0.896004
523	venture_failure	509	510	0.898000
523	venture_failure	8589935185	17179869772	0.896004
523	venture_success	12884902445	508	0.346525
524	venture_failure	513	8589935190	-0.281514
524	venture_success	509	510	1.000000
524	venture_success	510	513	1.000000
525	venture_failure	515	502	0.490949
525	venture_failure	502	507	-0.329663
525	venture_failure	512	8589935189	-0.553461
525	venture_success	513	502	1.000000
525	venture_success	8589935189	8589935185	-0.236951
525	venture_failure	506	510	-0.899985
525	venture_success	508	512	1.000000
525	venture_success	509	510	1.000000
525	venture_success	510	513	1.000000
525	venture_failure	17179869772	502	-0.430893
526	venture_success	512	515	1.000000
526	venture_failure	8589935189	8589935185	-0.336478
526	venture_failure	509	510	0.898000
526	venture_success	510	507	1.000000
526	venture_success	8589935185	17179869772	1.000000
526	venture_failure	17179869772	510	-0.607219
526	venture_success	12884902445	507	0.491904
527	venture_success	502	8589935190	0.513112
527	venture_success	513	12884902445	0.298209
527	venture_failure	509	502	-0.902806
527	venture_success	8589935185	8589935190	0.226035
527	venture_success	8589935190	510	0.200330
527	relationship_created	506	12884902445	0.150000
527	venture_success	12884902445	506	0.150000
528	venture_success	502	513	1.000000
528	venture_failure	512	515	0.896004
528	venture_failure	513	12884902445	0.197613
528	venture_success	8589935185	17179869772	1.000000
528	venture_success	12884902445	508	0.493074
529	venture_success	515	17179869772	0.057119
529	venture_failure	512	510	-0.712456
529	venture_failure	8589935189	12884902445	-0.198608
529	venture_failure	506	515	-0.290974
529	venture_failure	507	17179869772	-0.044156
529	venture_success	508	12884902445	0.642088
529	venture_failure	509	12884902445	-0.387467
529	venture_success	8589935185	12884902445	-0.041960
529	venture_failure	17179869772	506	0.184939
530	venture_success	513	510	1.000000
530	venture_failure	509	510	0.790838
530	venture_failure	12884902445	507	0.387980
531	venture_success	515	8589935189	1.000000
531	venture_success	502	513	1.000000
531	venture_failure	513	509	-0.998454
531	venture_failure	506	508	-0.464932
531	venture_success	508	512	1.000000
531	venture_failure	509	17179869772	-0.830922
531	venture_failure	510	513	0.898000
531	venture_success	17179869772	8589935189	0.360422
532	venture_failure	515	8589935189	0.898000
532	venture_success	506	507	0.925164
532	venture_success	508	512	1.000000
532	venture_failure	510	507	0.888060
533	venture_success	515	512	1.000000
533	venture_success	502	12884902445	-0.041616
533	venture_success	512	515	1.000000
533	venture_failure	507	12884902445	0.285657
533	venture_success	508	515	1.000000
533	venture_success	8589935185	17179869772	1.000000
533	venture_failure	12884902445	507	0.185657
534	venture_success	512	508	1.000000
534	venture_failure	508	512	0.900000
534	venture_failure	509	510	0.684530
534	venture_success	510	513	1.000000
534	venture_success	8589935185	17179869772	1.000000
534	venture_failure	17179869772	508	-0.238068
535	relationship_created	515	12884902445	0.150000
535	venture_success	515	12884902445	0.150000
535	venture_success	506	507	1.000000
535	venture_failure	507	506	0.900000
535	venture_failure	508	512	0.798200
535	venture_failure	510	509	0.583161
536	venture_failure	502	8589935185	-0.306468
536	venture_success	512	515	1.000000
536	venture_failure	8589935189	515	0.790838
536	venture_failure	507	17179869772	-0.143541
536	venture_failure	508	515	0.894012
536	venture_failure	509	508	-0.804215
536	venture_failure	8589935190	8589935189	0.552201
536	venture_failure	12884902445	512	0.045271
537	venture_failure	512	8589935189	-0.640323
537	venture_success	513	510	1.000000
537	venture_failure	506	17179869772	0.082000
537	venture_failure	507	510	0.779215
538	venture_success	513	8589935189	0.322924
538	venture_success	509	510	0.729669
538	venture_success	510	509	0.879669
538	venture_failure	8589935185	510	-0.534800
538	venture_success	17179869772	8589935185	1.000000
539	venture_success	502	512	0.622230
539	venture_failure	512	502	0.522230
539	venture_failure	513	510	0.896004
539	venture_success	8589935189	502	0.117734
539	venture_success	508	515	1.000000
539	venture_success	510	509	1.000000
539	venture_failure	17179869772	508	-0.335697
540	venture_success	515	8589935189	0.934530
540	venture_failure	502	515	0.376425
540	venture_success	512	515	1.000000
540	venture_success	513	502	1.000000
540	venture_success	8589935189	8589935190	0.697796
540	venture_failure	506	515	-0.384636
540	venture_success	508	515	1.000000
540	venture_failure	509	12884902445	-0.479027
540	venture_failure	8589935185	508	-0.603226
541	venture_failure	515	512	0.898000
541	venture_failure	513	512	-0.187746
541	venture_success	8589935189	8589935190	0.846401
541	venture_failure	506	502	-0.654819
541	venture_failure	507	8589935190	0.186505
541	venture_success	510	513	1.000000
541	venture_success	8589935185	8589935190	0.369788
541	venture_failure	17179869772	507	-0.242112
541	venture_failure	8589935190	502	0.398930
541	venture_failure	12884902445	513	0.092536
542	venture_failure	513	17179869772	-0.299560
542	venture_failure	8589935189	502	0.017029
542	venture_success	509	510	1.000000
542	venture_success	8589935190	8589935189	0.994708
543	venture_failure	512	507	-0.875306
543	venture_success	513	510	1.000000
543	venture_failure	8589935185	12884902445	-0.140801
543	venture_success	17179869772	8589935185	1.000000
543	venture_failure	8589935190	515	-0.144904
544	venture_failure	512	8589935189	-0.731412
544	venture_failure	8589935189	8589935185	-0.424568
544	venture_success	507	506	1.000000
544	venture_success	509	510	1.000000
544	venture_success	8589935185	515	0.098416
545	venture_success	515	508	1.000000
545	venture_failure	502	8589935190	0.295748
545	venture_success	512	508	0.932379
545	venture_failure	8589935189	509	-0.735756
545	venture_failure	509	510	0.898000
545	venture_success	12884902445	515	0.297027
546	venture_success	512	515	1.000000
546	venture_success	513	508	0.929149
546	venture_failure	506	17179869772	-0.019464
546	venture_success	508	515	1.000000
546	venture_success	510	509	1.000000
547	venture_success	502	513	1.000000
547	venture_failure	513	8589935190	-0.368845
547	venture_success	8589935189	8589935190	1.000000
547	venture_failure	508	8589935189	-0.737044
547	venture_failure	509	510	0.898000
547	venture_failure	8589935190	12884902445	0.228567
548	venture_success	512	515	1.000000
548	venture_failure	8589935185	512	-0.383113
549	venture_failure	512	508	0.824942
549	venture_success	8589935189	515	1.000000
549	venture_success	507	506	1.000000
549	venture_failure	8589935185	502	-0.398595
549	venture_failure	17179869772	8589935189	0.247665
550	venture_failure	515	506	-0.477012
550	venture_failure	512	510	-0.783123
550	venture_success	513	508	1.000000
550	venture_failure	507	515	-0.757134
550	venture_failure	508	515	0.892024
550	venture_success	509	510	1.000000
550	venture_failure	510	12884902445	-0.193982
550	venture_failure	17179869772	8589935190	-0.398699
550	venture_failure	8589935190	8589935185	0.263185
550	agent_birth	605	0	121.705269
551	venture_success	515	512	1.000000
551	venture_failure	502	513	0.892024
551	venture_failure	506	8589935190	-0.236104
551	venture_failure	17179869772	506	-0.119270
551	venture_success	8589935190	507	0.332808
551	relationship_created	513	605	-0.100000
551	venture_failure	605	513	-0.100000
552	venture_success	512	515	1.000000
552	venture_failure	513	508	0.896004
552	venture_success	8589935189	515	1.000000
552	venture_success	507	506	1.000000
552	venture_success	508	12884902445	0.763192
552	venture_failure	509	502	-0.958733
552	venture_success	510	509	1.000000
552	venture_failure	8589935185	509	-0.427447
552	venture_success	12884902445	513	0.240520
552	relationship_created	605	17179869772	-0.100000
552	venture_failure	605	17179869772	-0.100000
553	venture_success	515	8589935189	1.000000
553	venture_failure	502	507	-0.411691
553	venture_failure	512	515	0.898000
553	venture_success	8589935189	515	1.000000
553	venture_success	509	510	1.000000
553	venture_success	8589935190	8589935189	1.000000
554	venture_failure	515	17179869772	-0.045670
554	venture_failure	513	510	0.878219
554	venture_success	508	513	1.000000
554	venture_failure	8589935190	506	-0.334690
554	venture_failure	12884902445	510	-0.292435
555	venture_success	512	8589935185	-0.227781
555	venture_success	8589935189	8589935190	1.000000
555	venture_failure	507	17179869772	-0.335420
555	venture_success	509	510	1.000000
555	venture_failure	510	509	0.900000
555	venture_success	8589935190	8589935185	0.410564
555	relationship_created	510	605	-0.100000
555	venture_failure	605	510	-0.100000
556	venture_success	502	513	1.000000
556	venture_failure	512	508	0.713462
556	venture_success	506	507	1.000000
556	venture_failure	509	512	-0.536251
556	venture_failure	17179869772	8589935185	0.874310
557	venture_failure	502	8589935185	-0.492262
557	venture_success	512	515	1.000000
557	venture_failure	513	502	0.898000
557	venture_success	506	507	1.000000
557	venture_failure	510	515	-0.481190
557	venture_failure	8589935185	12884902445	-0.236909
557	venture_failure	12884902445	507	0.076947
558	venture_failure	502	515	0.263101
558	venture_success	513	12884902445	0.387648
559	venture_success	502	512	0.651733
559	venture_success	512	515	1.000000
559	venture_failure	513	8589935185	-0.628330
559	venture_failure	508	8589935185	-0.680712
559	venture_failure	8589935185	515	-0.004495
559	relationship_created	605	8589935189	-0.100000
559	venture_failure	605	8589935189	-0.100000
560	venture_failure	513	8589935189	0.209010
560	venture_success	506	507	1.000000
560	venture_failure	17179869772	502	-0.501733
560	venture_failure	12884902445	512	-0.056852
561	venture_success	502	513	1.000000
561	venture_failure	513	12884902445	0.285327
561	venture_success	509	510	1.000000
561	venture_success	510	509	1.000000
561	venture_failure	17179869772	8589935189	0.141786
561	relationship_created	506	605	-0.100000
561	venture_failure	605	506	-0.100000
562	venture_failure	502	8589935190	0.185852
562	venture_failure	512	8589935189	-0.805524
562	venture_failure	506	512	-0.079618
562	venture_failure	509	17179869772	-0.880921
562	venture_success	12884902445	8589935190	0.371805
562	venture_failure	605	513	-0.197822
563	venture_failure	502	513	0.896004
563	venture_success	513	508	1.000000
563	venture_failure	506	508	-0.536080
563	venture_success	508	512	0.853533
563	venture_failure	509	510	0.896004
563	venture_success	510	513	1.000000
563	venture_failure	17179869772	8589935190	-0.488456
563	venture_failure	12884902445	8589935190	0.271061
563	venture_success	605	8589935189	0.050798
564	venture_failure	502	513	0.794212
564	venture_failure	512	502	0.545242
564	venture_success	8589935189	515	1.000000
564	venture_failure	506	8589935189	-0.359907
564	venture_failure	8589935185	515	-0.104450
564	venture_failure	17179869772	512	-0.211113
564	venture_failure	8589935190	515	-0.238938
565	venture_success	515	512	1.000000
565	venture_failure	502	509	-1.000000
565	venture_success	8589935189	515	1.000000
565	venture_success	507	8589935190	0.473609
565	relationship_created	509	605	0.150000
565	venture_success	509	605	0.150000
565	venture_failure	510	509	0.792424
565	venture_success	17179869772	8589935185	1.000000
565	venture_failure	12884902445	502	-0.139034
565	venture_failure	605	17179869772	-0.197431
566	venture_failure	515	508	0.763903
566	venture_success	502	513	0.941038
566	venture_success	510	507	0.885263
566	venture_failure	8589935185	17179869772	0.898000
566	venture_failure	8589935190	513	-0.455079
567	venture_failure	515	510	-0.571652
567	relationship_created	502	605	-0.100000
567	venture_failure	502	605	-0.100000
567	venture_success	8589935189	8589935190	1.000000
567	venture_failure	507	502	-0.500313
567	venture_failure	17179869772	8589935189	0.040093
567	venture_success	8589935190	8589935189	1.000000
567	venture_failure	605	8589935189	-0.049608
568	venture_success	507	510	1.000000
568	venture_failure	510	507	0.900000
568	venture_failure	17179869772	512	-0.309430
569	venture_failure	502	8589935185	-0.580577
569	venture_success	508	512	0.993342
569	venture_success	17179869772	8589935185	1.000000
569	venture_success	8589935190	8589935189	1.000000
569	venture_failure	12884902445	508	0.637655
569	venture_success	605	502	0.050400
570	venture_failure	515	12884902445	0.182527
570	venture_success	502	513	1.000000
570	venture_success	513	502	1.000000
570	venture_success	508	512	1.000000
571	venture_failure	515	508	0.656295
571	venture_failure	512	12884902445	-0.155614
571	venture_success	506	507	1.000000
571	venture_success	508	512	1.000000
571	relationship_created	605	8589935185	0.150000
571	venture_success	8589935185	605	0.150000
571	venture_failure	605	513	-0.294289
572	venture_failure	515	508	0.554982
572	venture_failure	513	8589935190	-0.549645
572	venture_failure	506	17179869772	-0.214360
572	venture_failure	508	507	-0.886457
572	venture_failure	509	12884902445	-0.549301
572	venture_failure	17179869772	12884902445	0.031697
572	venture_success	8589935190	510	0.333072
572	relationship_created	605	12884902445	0.150000
572	venture_success	12884902445	605	0.150000
573	venture_failure	515	508	0.453872
573	venture_failure	512	513	-0.276096
573	venture_success	513	510	1.000000
573	venture_success	507	8589935189	0.023432
573	venture_success	509	510	0.929833
574	venture_success	502	512	0.684434
574	relationship_created	512	605	-0.100000
574	venture_failure	512	605	-0.100000
574	venture_failure	8589935189	12884902445	-0.281498
574	venture_success	510	507	1.000000
574	venture_failure	8589935190	509	-0.444013
574	venture_failure	12884902445	502	-0.236551
575	venture_success	513	502	1.000000
575	venture_failure	506	12884902445	0.036257
575	venture_success	508	512	1.000000
575	venture_success	605	8589935185	0.298804
576	venture_success	515	508	0.601155
576	venture_success	8589935189	515	1.000000
576	venture_failure	509	510	0.824265
576	venture_success	8589935185	17179869772	1.000000
576	venture_failure	17179869772	508	-0.411729
576	venture_failure	8589935190	8589935189	0.886084
576	relationship_created	507	605	-0.100000
576	venture_failure	605	507	-0.100000
577	venture_success	515	512	1.000000
577	venture_success	512	502	0.830336
577	venture_success	513	17179869772	-0.129288
577	venture_success	508	513	1.000000
577	venture_failure	8589935185	17179869772	0.898000
577	venture_failure	17179869772	8589935185	0.798000
577	relationship_created	605	8589935190	-0.100000
577	venture_failure	605	8589935190	-0.100000
578	venture_success	512	508	1.000000
578	venture_failure	508	515	0.498752
578	venture_failure	17179869772	513	-0.229030
578	venture_success	8589935190	8589935189	1.000000
578	venture_success	605	8589935185	0.447014
579	venture_failure	8589935189	506	-0.449260
579	venture_failure	507	513	-0.838777
579	venture_failure	509	510	0.719330
579	venture_failure	510	509	0.619330
579	venture_success	8589935190	8589935189	1.000000
579	venture_failure	605	510	-0.195309
580	venture_success	507	510	1.000000
580	venture_success	508	12884902445	0.773766
580	venture_failure	510	509	0.518091
581	venture_success	515	512	1.000000
581	venture_success	513	510	1.000000
581	venture_success	8589935189	507	0.173060
581	venture_failure	8589935185	515	-0.200955
581	venture_failure	605	507	-0.199004
582	venture_success	515	512	1.000000
582	venture_success	512	508	1.000000
582	venture_failure	8589935189	507	0.072713
582	venture_success	508	513	1.000000
582	venture_success	8589935190	8589935189	1.000000
583	venture_success	515	512	1.000000
583	venture_failure	512	8589935185	-0.315364
583	venture_success	8589935189	8589935190	1.000000
583	venture_failure	507	510	0.894012
583	venture_success	508	513	1.000000
583	venture_success	510	502	-0.177047
583	venture_failure	8589935190	507	0.356846
584	venture_failure	515	507	-0.807312
584	venture_failure	507	506	0.874310
584	venture_success	508	512	1.000000
584	venture_failure	509	512	-0.607018
584	venture_success	17179869772	8589935185	0.936895
584	venture_success	605	8589935185	0.591677
585	venture_failure	8589935189	12884902445	-0.375367
585	venture_failure	8589935185	8589935190	0.286631
586	venture_success	513	502	1.000000
586	venture_success	508	12884902445	0.914527
586	venture_success	509	510	0.661905
586	venture_success	510	509	0.811905
586	venture_success	8589935185	605	0.739313
586	venture_success	8589935190	502	0.327133
586	venture_failure	12884902445	510	-0.374288
586	venture_success	605	8589935185	0.889313
587	venture_failure	8589935189	513	0.098012
587	venture_failure	508	509	-0.826156
587	venture_failure	509	515	-0.574157
587	venture_failure	17179869772	502	-0.575333
587	venture_success	605	510	-0.042206
588	relationship_created	515	605	0.150000
588	venture_success	515	605	0.150000
588	venture_success	8589935189	8589935190	1.000000
588	venture_failure	506	12884902445	-0.064675
588	venture_failure	507	8589935190	0.253292
588	venture_success	508	513	1.000000
588	venture_failure	509	510	0.708660
588	venture_success	8589935190	502	0.475826
589	venture_success	513	12884902445	0.419773
589	venture_failure	506	512	-0.175429
589	relationship_created	508	605	-0.100000
589	venture_failure	508	605	-0.100000
589	venture_success	510	507	1.000000
590	venture_success	512	12884902445	0.000194
590	venture_failure	513	8589935185	-0.690520
590	venture_failure	508	509	-0.921209
590	venture_success	12884902445	508	1.000000
590	venture_failure	605	510	-0.141953
591	venture_success	502	512	0.957386
591	venture_failure	512	513	-0.366323
591	venture_success	513	510	1.000000
591	venture_failure	8589935189	605	-0.147280
591	venture_success	506	507	1.000000
591	venture_success	507	510	1.000000
591	venture_failure	509	8589935190	-0.529156
591	venture_success	510	507	1.000000
591	venture_failure	8589935185	17179869772	0.823857
591	venture_success	17179869772	8589935185	0.973857
591	venture_success	605	509	0.292392
592	venture_success	502	513	1.000000
592	venture_success	512	506	-0.024378
592	venture_failure	509	510	0.603008
592	venture_failure	510	8589935190	0.219999
592	venture_failure	8589935185	605	0.778694
592	venture_failure	605	17179869772	-0.287042
593	venture_success	502	8589935189	0.165376
593	venture_success	512	508	1.000000
593	venture_success	506	507	1.000000
593	venture_success	509	510	0.751802
593	venture_success	8589935185	605	0.927137
593	venture_failure	17179869772	512	-0.394324
593	venture_failure	12884902445	513	0.316425
594	venture_success	512	515	1.000000
594	venture_success	513	502	1.000000
594	venture_failure	506	507	0.898000
594	venture_success	507	506	1.000000
594	venture_failure	8589935185	509	-0.492975
594	venture_failure	605	17179869772	-0.385895
595	venture_success	506	507	1.000000
595	venture_failure	507	510	0.892024
595	venture_success	8589935185	17179869772	1.000000
595	venture_failure	605	506	-0.193420
596	venture_success	515	512	1.000000
596	venture_success	507	12884902445	0.221168
596	venture_success	508	515	0.631099
596	venture_failure	509	510	0.647300
596	venture_failure	510	512	-0.814225
596	venture_failure	8589935190	8589935189	0.884112
596	venture_success	12884902445	513	0.464530
596	venture_success	605	8589935190	0.053732
597	venture_success	502	512	1.000000
597	venture_success	512	502	1.000000
597	venture_success	513	502	1.000000
597	venture_success	8589935189	8589935190	1.000000
597	venture_failure	506	508	-0.600805
597	venture_success	507	506	1.000000
597	venture_failure	508	12884902445	0.886084
597	venture_success	509	510	0.796006
597	venture_success	510	507	1.000000
598	venture_success	502	513	1.000000
598	venture_failure	512	506	-0.124087
598	venture_success	8589935189	8589935190	1.000000
598	venture_success	510	8589935190	0.367372
598	venture_success	8589935185	17179869772	1.000000
598	venture_success	8589935190	8589935189	1.000000
599	venture_success	502	512	1.000000
599	venture_success	8589935185	17179869772	1.000000
599	venture_success	17179869772	8589935185	1.000000
600	venture_success	515	512	1.000000
600	venture_success	513	508	1.000000
600	venture_success	506	507	1.000000
600	venture_success	508	512	1.000000
600	venture_success	509	510	0.941239
600	venture_failure	17179869772	508	-0.492414
600	agent_birth	620	0	124.293625
601	venture_success	515	8589935189	1.000000
601	venture_failure	512	515	0.898000
601	venture_failure	513	508	0.898000
601	venture_failure	506	605	-0.291110
601	venture_success	509	510	1.000000
601	venture_success	8589935190	8589935189	1.000000
601	relationship_created	620	8589935185	-0.100000
601	venture_failure	620	8589935185	-0.100000
602	venture_success	502	512	1.000000
602	venture_success	510	507	1.000000
602	venture_failure	8589935190	510	0.264442
602	venture_failure	605	506	-0.390528
603	venture_success	513	502	1.000000
603	venture_success	506	507	1.000000
603	venture_failure	507	8589935189	-0.030280
603	venture_success	508	17179869772	-0.339465
603	venture_success	509	510	1.000000
603	venture_success	510	513	1.000000
603	venture_failure	8589935185	605	0.808760
603	venture_success	12884902445	508	1.000000
604	venture_success	502	513	1.000000
604	venture_success	512	508	1.000000
604	venture_failure	8589935189	506	-0.527328
604	venture_failure	507	8589935190	0.145307
604	venture_success	510	509	1.000000
604	venture_failure	17179869772	510	-0.619430
604	venture_failure	8589935190	8589935185	0.175933
604	venture_failure	12884902445	506	-0.162636
604	venture_success	605	8589935185	0.957142
605	venture_success	502	8589935189	0.311450
605	venture_failure	508	12884902445	0.896004
605	venture_success	510	513	1.000000
605	venture_failure	8589935185	507	-0.276692
605	venture_success	8589935190	510	0.412859
605	venture_failure	12884902445	508	0.796004
606	venture_success	515	502	0.388995
606	venture_success	8589935189	515	1.000000
606	venture_failure	12884902445	513	0.355323
606	venture_failure	605	509	0.183742
606	relationship_created	605	620	-0.100000
606	venture_failure	620	605	-0.100000
607	venture_failure	515	605	0.044401
607	venture_failure	512	508	0.894012
607	relationship_created	513	620	0.150000
607	venture_success	513	620	0.150000
607	venture_success	506	507	1.000000
607	venture_success	509	605	0.333374
607	venture_success	510	509	1.000000
607	venture_success	8589935185	17179869772	1.000000
607	venture_failure	17179869772	8589935189	-0.062993
607	relationship_created	620	8589935190	-0.100000
607	venture_failure	8589935190	620	-0.100000
607	venture_failure	12884902445	502	-0.321428
607	venture_failure	605	513	-0.373826
608	venture_failure	502	8589935190	0.357150
608	venture_success	512	502	1.000000
608	venture_success	513	8589935189	0.243977
608	venture_success	8589935189	8589935190	1.000000
608	venture_failure	510	8589935190	0.310386
608	venture_failure	12884902445	509	-0.611105
608	venture_failure	605	8589935190	-0.047543
609	venture_failure	8589935189	513	0.143489
609	venture_failure	509	510	0.896004
609	venture_failure	8589935185	605	0.847609
609	relationship_created	620	12884902445	-0.100000
609	venture_failure	12884902445	620	-0.100000
610	relationship_created	515	620	-0.100000
610	venture_failure	515	620	-0.100000
610	venture_failure	512	510	-0.891721
610	venture_success	513	620	0.299102
610	venture_failure	620	8589935185	-0.198214
611	venture_success	502	8589935189	0.457732
611	venture_success	8589935189	513	0.292915
611	venture_failure	506	509	-0.667468
611	venture_success	509	605	0.480715
611	venture_success	17179869772	8589935185	1.000000
611	venture_failure	12884902445	508	0.686500
611	venture_success	605	508	0.054309
611	relationship_created	508	620	0.150000
611	venture_success	620	508	0.150000
612	venture_failure	506	8589935190	-0.397998
612	venture_success	508	12884902445	0.835127
612	venture_failure	8589935185	620	-0.297422
612	venture_success	605	8589935185	0.992534
612	venture_failure	620	605	-0.198806
613	venture_success	512	502	1.000000
613	venture_failure	507	8589935190	0.042712
613	venture_success	508	620	0.299401
613	venture_failure	509	8589935185	-0.574575
613	venture_success	8589935185	17179869772	1.000000
613	venture_failure	17179869772	510	-0.708370
613	venture_failure	8589935190	605	-0.147070
613	venture_failure	620	605	-0.298408
614	venture_failure	502	510	-0.266393
614	venture_success	512	12884902445	0.150185
614	venture_success	513	508	1.000000
614	venture_success	8589935189	502	0.604991
614	venture_success	17179869772	8589935185	1.000000
614	venture_failure	605	510	-0.235294
614	relationship_created	620	8589935189	-0.100000
614	venture_failure	620	8589935189	-0.100000
615	venture_success	512	508	1.000000
615	venture_success	8589935189	8589935190	1.000000
615	venture_failure	506	12884902445	-0.259094
615	venture_success	507	510	1.000000
615	venture_success	510	507	1.000000
615	venture_failure	8589935190	502	0.252180
615	venture_failure	605	509	0.376881
616	venture_failure	502	515	0.281285
616	venture_failure	512	508	0.898000
616	venture_success	513	620	0.445531
616	venture_success	508	513	1.000000
616	venture_failure	510	12884902445	-0.452470
616	venture_success	8589935190	620	0.051786
616	venture_success	12884902445	508	0.978466
616	venture_failure	620	8589935185	-0.395050
617	venture_failure	515	506	-0.517134
617	venture_failure	513	508	0.898000
617	venture_success	508	513	1.000000
617	venture_success	8589935185	605	1.000000
617	relationship_created	620	17179869772	-0.100000
617	venture_failure	17179869772	620	-0.100000
617	venture_success	8589935190	508	0.107764
617	venture_failure	605	620	-0.396028
617	venture_success	620	8589935190	0.201682
618	venture_success	515	17179869772	0.109823
618	venture_failure	508	510	-0.737105
618	venture_success	510	509	1.000000
618	venture_failure	8589935190	502	0.150670
618	venture_failure	12884902445	605	0.036803
618	relationship_created	502	620	-0.100000
618	venture_failure	620	502	-0.100000
619	venture_success	515	508	0.752698
619	relationship_created	512	620	0.150000
619	venture_success	512	620	0.150000
619	venture_success	513	502	1.000000
619	venture_success	509	510	1.000000
619	venture_success	8589935190	502	0.300369
619	venture_failure	605	8589935185	0.896004
620	venture_failure	502	515	0.179041
620	venture_success	512	502	1.000000
620	venture_success	513	12884902445	0.495502
620	venture_failure	508	512	0.790838
620	venture_success	510	507	1.000000
620	venture_success	8589935190	8589935189	1.000000
620	venture_failure	12884902445	515	0.065140
620	venture_success	605	8589935185	1.000000
620	relationship_created	509	620	-0.100000
620	venture_failure	620	509	-0.100000
621	venture_success	509	510	1.000000
621	venture_success	510	8589935190	0.452413
621	venture_failure	8589935185	510	-0.552925
621	venture_failure	17179869772	506	-0.294330
621	venture_success	605	8589935190	0.005267
622	venture_failure	515	8589935185	-0.285119
622	venture_failure	502	605	-0.054674
622	venture_success	8589935189	502	0.745378
622	venture_success	507	12884902445	0.359950
622	venture_failure	508	12884902445	0.866783
622	venture_failure	510	502	-0.362160
622	venture_success	17179869772	8589935185	1.000000
622	venture_failure	605	620	-0.492084
622	venture_success	620	512	0.299102
623	venture_success	515	8589935189	1.000000
623	relationship_created	506	620	-0.100000
623	venture_failure	506	620	-0.100000
623	venture_failure	509	507	-0.873944
623	venture_success	8589935185	17179869772	1.000000
623	venture_failure	17179869772	512	-0.471338
623	venture_success	8589935190	8589935185	0.319366
623	venture_failure	605	513	-0.462041
623	venture_failure	620	8589935185	-0.489552
624	venture_success	507	506	1.000000
624	venture_failure	508	512	0.684530
624	venture_failure	509	620	-0.199202
624	venture_success	510	513	1.000000
624	venture_failure	8589935185	605	0.892024
625	venture_success	502	512	1.000000
625	venture_success	512	508	0.833161
625	venture_failure	513	12884902445	0.390567
625	venture_success	8589935189	8589935190	1.000000
625	venture_success	506	507	1.000000
625	venture_failure	507	12884902445	0.257795
625	venture_success	508	513	1.000000
625	venture_success	605	8589935185	1.000000
626	venture_success	513	502	1.000000
626	venture_failure	8589935190	508	0.005840
626	venture_failure	12884902445	8589935185	-0.306343
627	venture_failure	512	508	0.729831
627	venture_success	507	506	1.000000
627	venture_failure	510	8589935190	0.347011
627	venture_success	17179869772	8589935185	1.000000
627	venture_success	8589935190	8589935189	1.000000
628	venture_failure	513	12884902445	0.288228
628	venture_success	8589935189	502	0.886478
628	venture_failure	508	605	-0.047508
628	venture_failure	509	12884902445	-0.687120
628	venture_success	510	513	1.000000
628	venture_failure	17179869772	8589935189	-0.160399
628	venture_failure	8589935190	502	0.195005
628	venture_failure	12884902445	508	0.756433
629	venture_success	502	512	1.000000
629	venture_failure	8589935189	513	0.182548
629	venture_success	509	510	1.000000
629	venture_failure	12884902445	508	0.654920
629	venture_success	605	8589935185	1.000000
630	venture_success	515	508	0.886304
630	venture_success	513	510	1.000000
630	venture_failure	506	510	-0.829361
630	venture_failure	507	8589935185	-0.363184
630	venture_success	509	510	1.000000
630	venture_failure	8589935185	513	-0.737379
630	venture_success	8589935190	507	0.191283
630	venture_failure	12884902445	620	-0.195883
630	venture_success	605	508	0.102681
631	venture_failure	502	8589935190	0.093838
631	venture_failure	512	513	-0.438132
631	venture_success	509	510	1.000000
631	venture_failure	510	512	-0.955008
631	venture_failure	17179869772	12884902445	-0.071834
631	venture_success	8589935190	620	0.346108
632	venture_failure	515	8589935185	-0.379468
632	venture_success	8589935189	502	1.000000
632	venture_success	506	507	1.000000
632	venture_failure	509	510	0.898000
632	venture_failure	8589935185	509	-0.653130
632	venture_failure	17179869772	8589935185	0.890040
632	venture_success	605	8589935185	1.000000
632	venture_success	620	513	0.581485
633	venture_success	515	508	1.000000
633	venture_success	502	513	1.000000
633	venture_success	512	502	1.000000
633	venture_success	513	502	1.000000
633	venture_failure	507	12884902445	0.153699
633	venture_failure	509	12884902445	-0.780276
633	venture_success	510	513	1.000000
633	venture_success	620	513	0.730322
634	venture_success	515	12884902445	0.213340
634	venture_failure	502	8589935190	-0.006724
634	venture_success	506	507	1.000000
634	venture_success	510	507	1.000000
634	venture_failure	8589935185	515	-0.477952
