tick	kind	agent_a	agent_b	value
216	agent_death	12884902489	0	0.000000
216	relationship_destroyed	509	12884902489	0.000000
216	relationship_destroyed	510	12884902489	0.000000
216	relationship_destroyed	507	12884902489	0.000000
216	relationship_destroyed	513	12884902489	0.000000
216	relationship_destroyed	515	12884902489	0.000000
216	relationship_destroyed	512	12884902489	0.000000
216	relationship_destroyed	502	12884902489	0.000000
216	relationship_destroyed	508	12884902489	0.000000
216	relationship_destroyed	506	12884902489	0.000000
216	relationship_destroyed	8589935189	12884902489	0.000000
217	venture_success	508	512	1.000000
217	venture_failure	509	508	-0.344859
218	venture_success	515	512	0.820065
218	venture_success	502	513	1.000000
218	venture_success	512	508	1.000000
218	venture_failure	513	515	-0.053725
218	venture_failure	506	512	0.888060
219	venture_failure	502	510	-0.172445
219	venture_success	512	508	1.000000
219	relationship_created	513	8589935189	0.150000
219	venture_success	8589935189	513	0.150000
219	venture_failure	506	508	-0.188844
219	venture_success	510	509	1.000000
220	venture_failure	512	506	0.784511
220	venture_success	507	506	0.033443
220	venture_success	509	510	1.000000
221	venture_success	515	508	1.000000
221	venture_success	512	515	0.965155
221	venture_success	8589935189	513	0.299401
222	venture_failure	502	515	0.884112
222	venture_failure	506	515	-0.095664
222	venture_success	508	515	1.000000
222	venture_failure	509	510	0.896004
222	venture_success	510	513	1.000000
223	venture_failure	513	508	0.162178
223	venture_failure	506	513	-0.499506
223	venture_success	508	512	1.000000
224	venture_success	515	502	1.000000
224	venture_success	512	515	1.000000
224	venture_success	8589935189	515	0.293250
224	venture_failure	506	507	-0.066824
224	venture_failure	507	513	-0.283496
224	venture_success	509	510	1.000000
224	venture_success	510	509	1.000000
225	venture_failure	502	508	-0.065860
225	venture_success	513	502	1.000000
225	venture_success	507	510	1.000000
225	venture_success	509	510	1.000000
226	venture_success	515	8589935189	0.442078
226	venture_failure	512	515	0.896004
226	venture_success	513	510	1.000000
226	venture_failure	8589935189	508	-0.049929
226	venture_failure	508	512	0.894012
226	venture_success	509	510	1.000000
227	venture_success	515	8589935189	0.591194
227	venture_failure	502	515	0.894012
227	venture_failure	513	507	-0.381798
227	venture_failure	506	502	-0.248058
227	venture_success	509	510	1.000000
227	venture_success	510	507	1.000000
228	venture_failure	515	508	0.888060
228	venture_success	502	510	-0.019366
228	venture_success	508	513	0.310563
229	venture_success	502	512	1.000000
229	venture_success	513	510	1.000000
229	venture_failure	8589935189	508	-0.149630
229	venture_failure	508	502	-0.165335
230	venture_success	515	8589935189	0.737654
230	venture_success	8589935189	507	0.053732
230	venture_success	506	512	0.918961
230	venture_failure	508	512	0.786881
230	venture_success	509	510	1.000000
230	venture_success	510	513	1.000000
231	venture_success	509	512	-0.242173
232	venture_success	515	508	1.000000
232	venture_success	502	512	1.000000
232	venture_failure	509	8589935189	-0.194928
233	venture_success	515	508	1.000000
233	venture_success	502	515	1.000000
233	venture_failure	8589935189	513	0.192294
233	venture_success	506	512	1.000000
233	venture_failure	509	513	-0.376124
234	venture_success	515	508	1.000000
234	venture_failure	512	506	0.898000
234	venture_failure	8589935189	515	0.631770
234	venture_success	506	512	1.000000
235	venture_success	515	508	1.000000
235	venture_success	502	513	1.000000
235	venture_success	513	502	1.000000
235	venture_success	506	512	1.000000
235	venture_failure	508	513	0.206241
236	venture_success	502	513	1.000000
236	venture_success	507	510	1.000000
236	venture_failure	509	515	-0.832032
237	venture_success	515	508	1.000000
237	venture_success	512	515	1.000000
237	venture_success	506	507	0.084893
237	venture_success	507	502	-0.297550
237	venture_failure	508	512	0.675931
237	venture_success	510	513	1.000000
238	venture_success	502	515	1.000000
238	venture_success	512	515	1.000000
238	venture_success	8589935189	512	-0.039671
238	venture_failure	509	513	-0.472378
239	venture_success	512	502	1.000000
239	venture_success	513	502	1.000000
239	venture_failure	8589935189	515	0.525478
239	venture_success	508	515	1.000000
239	venture_failure	509	510	0.882143
240	venture_success	502	515	1.000000
240	venture_success	512	502	1.000000
240	venture_success	8589935189	515	0.674427
240	venture_failure	507	513	-0.471990
240	venture_failure	508	515	0.898000
240	venture_success	510	507	1.000000
241	venture_success	502	512	1.000000
241	venture_failure	512	506	0.888060
241	venture_success	513	502	1.000000
241	venture_failure	8589935189	510	-0.193420
241	venture_success	509	510	1.000000
242	venture_success	502	513	1.000000
242	venture_success	513	508	0.353371
242	venture_success	507	510	1.000000
242	venture_failure	509	506	-0.563474
243	venture_success	515	508	1.000000
243	venture_success	8589935189	515	0.820388
244	venture_success	513	510	1.000000
244	venture_failure	8589935189	512	-0.139197
244	venture_failure	509	510	0.894012
245	venture_success	515	8589935189	0.967110
245	venture_success	502	513	1.000000
246	venture_success	506	512	1.000000
246	venture_success	507	510	1.000000
246	venture_success	508	513	0.500552
246	venture_failure	509	506	-0.658980
247	venture_success	513	510	1.000000
247	venture_success	8589935189	502	0.058432
247	venture_success	507	510	1.000000
247	venture_success	509	510	1.000000
248	venture_success	513	502	1.000000
248	venture_failure	8589935189	515	0.861319
248	venture_success	506	512	1.000000
249	venture_success	502	512	1.000000
249	venture_failure	512	508	0.559886
249	venture_failure	507	510	0.896004
249	venture_failure	508	506	-0.277836
249	venture_success	510	513	1.000000
250	venture_failure	502	513	0.896004
250	relationship_created	506	8589935189	0.150000
250	venture_success	8589935189	506	0.150000
250	venture_failure	507	510	0.794212
250	venture_failure	508	8589935189	-0.243469
250	venture_failure	509	513	-0.561165
250	venture_failure	510	512	-0.610424
250	agent_birth	12884902476	0	55.845039
251	venture_failure	8589935189	515	0.756161
251	venture_success	506	512	1.000000
251	relationship_created	509	12884902476	-0.100000
251	venture_failure	509	12884902476	-0.100000
251	venture_success	510	513	1.000000
252	venture_success	515	512	1.000000
252	venture_success	512	515	1.000000
252	venture_failure	513	512	-0.250257
252	venture_failure	508	515	0.882143
252	venture_failure	510	502	-0.118457
252	venture_success	12884902476	509	0.050200
253	venture_failure	512	507	-0.806525
253	venture_success	513	508	0.643587
253	venture_failure	507	8589935189	-0.048686
253	venture_failure	508	506	-0.375620
253	venture_success	510	509	1.000000
254	relationship_created	8589935189	12884902476	0.150000
254	venture_success	8589935189	12884902476	0.150000
254	venture_failure	509	12884902476	-0.050001
254	venture_success	510	513	1.000000
254	relationship_created	513	12884902476	0.150000
254	venture_success	12884902476	513	0.150000
255	venture_success	506	512	1.000000
255	relationship_created	507	12884902476	-0.100000
255	venture_failure	507	12884902476	-0.100000
255	venture_failure	509	502	-0.691124
255	venture_failure	510	509	0.896004
256	venture_success	515	512	1.000000
256	venture_success	512	502	1.000000
256	venture_failure	513	508	0.539733
256	venture_failure	507	515	-0.703454
256	venture_failure	508	509	-0.418957
257	venture_failure	515	512	0.898000
257	venture_success	506	512	1.000000
257	venture_success	507	506	0.231561
257	venture_failure	508	507	-0.593179
257	venture_failure	510	513	0.894012
258	venture_success	515	502	1.000000
258	relationship_created	508	12884902476	-0.100000
258	venture_failure	508	12884902476	-0.100000
258	venture_failure	510	8589935189	-0.286948
258	relationship_created	502	12884902476	0.150000
258	venture_success	12884902476	502	0.150000
259	venture_failure	513	507	-0.554373
259	venture_success	8589935189	515	0.894147
260	venture_success	515	508	1.000000
260	venture_failure	513	12884902476	0.048209
260	venture_success	507	510	0.928470
260	venture_failure	509	510	0.787080
261	venture_failure	512	515	0.790838
261	venture_success	513	502	1.000000
261	venture_success	506	507	0.379714
261	venture_success	508	515	1.000000
261	venture_failure	510	506	-0.393805
261	relationship_created	506	12884902476	-0.100000
261	venture_failure	12884902476	506	-0.100000
262	venture_failure	515	8589935189	0.788793
262	venture_failure	513	510	0.785108
262	venture_success	8589935189	515	0.938793
262	venture_success	509	510	0.933935
262	venture_failure	12884902476	502	0.048804
263	venture_failure	513	508	0.432222
263	venture_success	509	510	1.000000
263	venture_failure	510	507	0.822910
263	relationship_created	512	12884902476	-0.100000
263	venture_failure	12884902476	512	-0.100000
264	venture_success	515	8589935189	1.000000
264	venture_failure	513	8589935189	0.080722
264	venture_success	8589935189	515	1.000000
264	venture_success	506	512	1.000000
264	venture_success	508	515	1.000000
264	venture_success	509	510	1.000000
264	venture_success	510	509	1.000000
265	venture_success	502	12884902476	0.198511
265	venture_success	513	508	0.580495
265	venture_failure	8589935189	507	-0.147530
265	venture_success	506	512	1.000000
265	venture_success	507	506	0.526685
265	venture_failure	508	515	0.898000
265	venture_failure	509	507	-0.898746
265	venture_success	510	507	0.969622
265	venture_success	12884902476	502	0.348511
266	venture_failure	512	515	0.682961
266	venture_failure	513	509	-0.643475
266	venture_failure	508	509	-0.510653
266	venture_success	510	513	0.928846
267	venture_success	515	513	0.101295
267	venture_failure	512	508	0.440069
267	venture_failure	510	507	0.865747
268	venture_success	512	502	1.000000
268	venture_failure	513	8589935189	-0.019922
268	venture_success	12884902476	508	0.051982
269	venture_failure	509	506	-0.729325
270	venture_success	513	510	1.000000
270	venture_success	8589935189	515	1.000000
270	venture_success	506	507	0.671439
270	venture_success	507	510	1.000000
270	venture_failure	508	510	-0.538586
271	venture_success	8589935189	515	1.000000
271	venture_failure	510	513	0.898000
272	venture_success	512	506	1.000000
272	venture_failure	506	502	-0.326688
272	venture_success	509	510	1.000000
272	venture_success	510	513	1.000000
273	venture_success	508	515	1.000000
273	venture_failure	509	507	-0.984466
273	venture_failure	12884902476	509	-0.148134
274	venture_success	502	513	1.000000
274	venture_failure	512	510	-0.681788
274	venture_failure	508	8589935189	-0.332048
274	venture_failure	510	507	0.892024
275	venture_success	502	513	1.000000
275	venture_success	513	502	1.000000
275	venture_success	506	512	1.000000
275	venture_success	507	510	1.000000
275	venture_success	509	510	1.000000
276	venture_success	502	512	1.000000
276	venture_failure	513	510	0.892024
276	venture_success	506	512	1.000000
276	venture_success	508	512	0.582211
276	venture_failure	509	510	0.898000
276	venture_failure	12884902476	8589935189	0.043537
277	venture_success	502	508	-0.000186
277	venture_success	513	510	1.000000
277	venture_success	8589935189	506	0.292107
277	venture_failure	506	507	0.562095
277	venture_success	507	502	-0.124651
277	venture_failure	509	8589935189	-0.278135
277	venture_success	510	509	1.000000
277	venture_success	12884902476	508	0.201054
278	venture_success	502	512	1.000000
278	venture_failure	512	507	-0.867152
278	venture_success	513	502	1.000000
278	venture_failure	8589935189	515	0.886084
278	venture_success	507	510	1.000000
278	venture_success	510	513	1.000000
278	relationship_created	510	12884902476	-0.100000
278	venture_failure	12884902476	510	-0.100000
279	venture_success	515	502	1.000000
279	venture_success	502	513	1.000000
279	venture_failure	513	509	-0.726944
279	venture_success	8589935189	515	1.000000
279	venture_failure	508	510	-0.628968
279	venture_success	510	509	1.000000
280	venture_success	512	502	1.000000
280	venture_success	506	512	1.000000
280	venture_success	509	510	1.000000
281	venture_failure	508	502	-0.100185
282	venture_failure	512	502	0.896004
282	venture_success	508	515	1.000000
283	venture_failure	502	8589935189	-0.045631
283	venture_success	513	502	1.000000
283	venture_success	8589935189	515	1.000000
283	venture_success	506	512	1.000000
283	venture_success	507	506	0.705384
283	venture_failure	508	502	-0.199784
283	venture_success	509	510	1.000000
284	venture_success	8589935189	515	1.000000
284	venture_success	507	506	0.853973
284	venture_failure	12884902476	502	0.235504
285	venture_failure	512	510	-0.766938
285	venture_success	513	508	0.707711
285	venture_failure	509	513	-0.818264
285	venture_success	12884902476	510	0.051392
286	venture_success	513	510	1.000000
286	venture_failure	507	510	0.884112
286	relationship_created	515	12884902476	-0.100000
286	venture_failure	12884902476	515	-0.100000
287	venture_success	510	509	1.000000
287	venture_failure	12884902476	509	-0.244040
288	venture_failure	513	512	-0.332855
288	venture_success	507	506	0.997162
288	venture_success	12884902476	502	0.383625
289	venture_failure	515	512	0.552226
289	venture_success	507	506	1.000000
289	venture_success	510	513	1.000000
289	venture_success	12884902476	507	0.056580
290	venture_failure	515	12884902476	-0.199202
290	venture_success	502	515	1.000000
290	venture_success	513	508	0.850662
290	venture_failure	8589935189	12884902476	-0.057667
290	venture_success	506	508	-0.198802
290	venture_success	507	506	1.000000
290	venture_success	508	512	0.716119
291	venture_success	515	512	0.700019
291	venture_success	513	510	1.000000
291	venture_success	508	513	0.998960
291	venture_success	510	507	1.000000
291	venture_failure	12884902476	502	0.281328
292	venture_failure	515	8589935189	0.884112
292	venture_failure	512	8589935189	-0.226443
292	venture_failure	506	507	0.896004
292	venture_failure	510	8589935189	-0.368066
293	venture_success	513	510	1.000000
293	venture_success	507	8589935189	0.010512
293	venture_success	508	513	1.000000
294	venture_success	502	515	1.000000
294	venture_success	507	12884902476	0.206017
294	venture_success	12884902476	513	0.195037
295	venture_success	513	510	1.000000
295	venture_success	8589935189	502	0.105452
295	venture_success	12884902476	513	0.344647
296	venture_failure	513	8589935189	-0.118836
296	venture_success	506	507	1.000000
296	venture_failure	507	12884902476	0.105194
297	venture_success	502	513	1.000000
297	venture_success	506	508	-0.046035
297	venture_failure	12884902476	515	-0.296430
298	venture_failure	515	8589935189	0.773555
298	venture_failure	502	513	0.898000
298	venture_success	512	515	0.840278
298	venture_failure	513	509	-0.897243
298	venture_success	507	506	1.000000
298	venture_success	508	515	1.000000
298	venture_success	12884902476	507	0.254773
299	venture_failure	502	12884902476	0.176858
299	venture_failure	8589935189	506	0.179521
299	venture_failure	506	508	-0.145851
299	venture_success	510	507	1.000000
300	venture_failure	513	506	-0.528147
300	venture_failure	8589935189	510	-0.462218
300	venture_failure	506	8589935189	0.079162
300	venture_success	509	510	1.000000
300	venture_failure	12884902476	513	0.241214
300	agent_birth	8589935185	0	113.573441
301	venture_success	515	8589935189	0.918923
301	venture_success	507	506	1.000000
301	venture_failure	12884902476	512	-0.192675
302	venture_failure	512	8589935189	-0.321955
302	venture_failure	513	515	-0.005560
302	venture_success	8589935189	515	1.000000
302	relationship_created	509	8589935185	0.150000
302	venture_success	509	8589935185	0.150000
302	venture_failure	12884902476	508	0.091239
303	venture_success	502	512	1.000000
303	venture_success	506	512	1.000000
303	venture_success	507	510	1.000000
303	venture_failure	508	512	0.597722
303	venture_failure	510	508	-0.699462
303	venture_failure	8589935185	509	0.049700
304	venture_success	515	8589935189	1.000000
304	venture_success	512	515	0.980245
304	venture_success	510	513	1.000000
305	venture_success	502	513	1.000000
305	venture_success	512	508	0.745333
305	venture_success	513	502	1.000000
305	venture_success	8589935189	515	1.000000
305	venture_success	506	507	1.000000
305	venture_success	507	510	1.000000
305	relationship_created	510	8589935185	-0.100000
305	venture_failure	8589935185	510	-0.100000
306	venture_success	502	515	1.000000
306	venture_success	507	506	1.000000
306	venture_failure	12884902476	507	0.150725
307	venture_success	507	510	1.000000
307	venture_failure	509	8589935185	-0.050696
307	venture_failure	8589935185	510	-0.199600
308	relationship_created	502	8589935185	0.150000
308	venture_success	502	8589935185	0.150000
308	venture_failure	8589935189	515	0.894012
308	venture_success	509	8589935185	0.099405
308	relationship_created	507	8589935185	-0.100000
308	venture_failure	8589935185	507	-0.100000
309	venture_success	512	508	0.889388
309	venture_success	513	515	0.144517
309	venture_success	506	8589935189	0.227748
309	venture_failure	507	510	0.896004
309	venture_success	508	515	1.000000
310	venture_success	502	512	1.000000
310	venture_failure	512	510	-0.829497
310	venture_success	508	512	1.000000
310	venture_success	510	12884902476	0.198883
311	venture_success	502	515	1.000000
311	venture_success	512	508	1.000000
311	venture_success	506	12884902476	0.059525
311	venture_failure	12884902476	502	0.072660
312	venture_success	515	8589935189	1.000000
312	venture_failure	502	509	-0.716590
312	venture_success	512	509	-0.055921
312	relationship_created	8589935185	8589935189	-0.100000
312	venture_failure	8589935189	8589935185	-0.100000
312	venture_success	507	510	1.000000
313	venture_failure	502	8589935189	0.001720
313	venture_success	513	508	1.000000
313	venture_success	510	507	1.000000
314	venture_success	506	512	1.000000
314	venture_failure	508	502	-0.287762
314	venture_success	12884902476	513	0.384547
315	venture_failure	515	512	0.858894
315	venture_failure	502	506	-0.399741
315	venture_failure	513	507	-0.595579
315	venture_success	509	510	1.000000
315	relationship_created	515	8589935185	0.150000
315	venture_success	8589935185	515	0.150000
316	venture_failure	513	508	0.894012
316	venture_failure	8589935189	507	-0.089961
316	venture_success	507	506	1.000000
316	venture_success	509	510	1.000000
316	venture_success	8589935185	8589935189	0.050798
317	venture_failure	513	502	0.876262
317	venture_success	8589935189	515	1.000000
317	venture_success	509	510	1.000000
318	venture_success	515	8589935189	1.000000
318	venture_success	502	513	1.000000
318	venture_failure	513	512	-0.413452
318	venture_success	8589935189	515	1.000000
318	venture_success	506	512	1.000000
318	venture_failure	12884902476	512	-0.286227
319	venture_success	502	513	1.000000
319	venture_failure	507	510	0.888060
319	venture_success	508	515	1.000000
319	venture_failure	509	12884902476	-0.328896
319	venture_failure	510	12884902476	0.095331
319	relationship_created	512	8589935185	-0.100000
319	venture_failure	8589935185	512	-0.100000
320	venture_success	515	508	1.000000
320	venture_success	506	507	1.000000
320	venture_success	507	506	1.000000
320	venture_success	508	513	1.000000
320	venture_success	510	513	1.000000
321	venture_failure	515	502	0.880179
321	venture_failure	8589935189	509	-0.354682
321	venture_success	506	507	1.000000
321	venture_failure	507	510	0.784511
321	venture_success	12884902476	8589935189	0.095804
322	venture_success	515	508	1.000000
322	venture_success	502	515	1.000000
322	venture_success	513	502	1.000000
322	venture_failure	507	502	-0.213913
322	relationship_created	508	8589935185	-0.100000
322	venture_failure	508	8589935185	-0.100000
322	venture_failure	509	510	0.890040
322	venture_success	12884902476	512	-0.133944
323	venture_failure	502	507	-0.313485
323	venture_failure	513	510	0.894012
323	venture_failure	8589935189	515	0.890040
323	venture_failure	507	8589935189	-0.188709
323	venture_failure	12884902476	506	-0.041888
323	venture_failure	8589935185	510	-0.293308
324	venture_success	512	506	1.000000
324	venture_failure	513	510	0.792224
324	venture_failure	507	512	-0.890861
324	venture_failure	509	508	-0.554671
324	venture_success	510	509	1.000000
324	venture_failure	12884902476	513	0.276925
324	venture_failure	8589935185	508	-0.199600
325	venture_success	502	513	1.000000
325	venture_success	512	508	1.000000
325	venture_failure	513	515	0.039961
325	venture_failure	8589935189	12884902476	-0.004961
325	venture_success	8589935185	507	0.053346
326	venture_failure	515	502	0.892024
326	venture_failure	502	515	0.792024
326	venture_failure	512	509	-0.154375
326	venture_success	8589935189	515	1.000000
326	venture_success	506	507	1.000000
326	venture_success	509	510	1.000000
327	venture_failure	502	513	0.896004
327	venture_failure	512	506	0.894012
327	venture_failure	508	513	0.886084
327	venture_success	509	510	1.000000
327	venture_failure	12884902476	507	0.044520
328	venture_failure	502	12884902476	-0.029771
328	venture_failure	512	502	0.864606
328	venture_failure	8589935189	508	-0.398023
328	venture_failure	506	8589935189	0.119248
328	venture_success	507	506	1.000000
328	venture_failure	12884902476	509	-0.423023
328	relationship_created	8589935185	12884902476	-0.100000
328	venture_failure	8589935185	12884902476	-0.100000
329	venture_failure	515	508	0.886084
329	venture_success	512	508	1.000000
329	venture_failure	8589935189	8589935185	-0.050507
329	venture_success	507	506	1.000000
329	venture_success	510	509	1.000000
329	venture_failure	8589935185	502	0.043824
330	venture_success	515	508	1.000000
330	venture_success	507	510	0.920502
330	venture_success	508	512	1.000000
330	venture_failure	509	510	0.898000
331	venture_success	507	510	1.000000
331	venture_success	12884902476	510	0.243068
331	venture_failure	8589935185	8589935189	-0.150306
332	venture_failure	513	508	0.777258
332	venture_failure	8589935189	508	-0.494848
332	venture_success	506	512	1.000000
333	venture_failure	513	507	-0.674499
333	venture_success	507	510	1.000000
333	venture_success	508	512	1.000000
333	venture_success	12884902476	513	0.421980
333	venture_failure	8589935185	509	-0.005448
334	venture_success	502	512	1.000000
334	venture_success	8589935189	515	1.000000
334	venture_success	508	513	0.924152
335	venture_success	515	502	0.927881
335	venture_failure	513	12884902476	0.320294
335	venture_failure	506	512	0.894012
335	venture_success	507	510	1.000000
335	venture_success	509	510	1.000000
335	venture_success	12884902476	513	0.470294
335	venture_success	8589935185	515	0.294113
336	venture_failure	513	502	0.780004
336	venture_success	8589935189	515	1.000000
336	venture_success	507	510	1.000000
336	venture_success	508	512	1.000000
336	venture_success	510	513	0.923418
336	venture_failure	12884902476	8589935185	-0.198411
337	venture_success	502	513	0.928444
337	venture_failure	513	510	0.821572
337	venture_failure	508	513	0.818619
338	venture_failure	506	515	-0.175839
338	venture_failure	507	12884902476	-0.056450
338	venture_success	508	515	1.000000
338	venture_failure	509	510	0.894012
338	venture_failure	510	502	-0.199721
338	venture_failure	12884902476	509	-0.514638
338	venture_failure	8589935185	515	0.192352
339	venture_failure	512	507	-0.964506
339	venture_success	506	512	1.000000
339	venture_success	507	506	1.000000
339	venture_success	509	510	1.000000
340	venture_failure	502	512	0.888060
340	venture_failure	513	12884902476	0.365610
340	venture_success	506	507	1.000000
340	venture_failure	507	12884902476	-0.156224
340	venture_failure	12884902476	512	-0.229204
341	venture_success	502	515	1.000000
341	venture_failure	512	506	0.896004
341	venture_success	506	512	1.000000
341	venture_success	507	510	1.000000
341	venture_success	508	515	1.000000
341	venture_success	509	510	1.000000
341	venture_failure	12884902476	506	-0.140405
341	venture_failure	8589935185	508	-0.292922
342	venture_success	502	512	1.000000
342	venture_success	512	508	1.000000
342	venture_success	8589935189	515	1.000000
342	venture_failure	508	507	-0.600359
342	venture_failure	12884902476	507	-0.255600
343	venture_failure	515	512	0.712072
343	venture_success	512	502	1.000000
343	venture_failure	508	8589935185	-0.391751
343	venture_success	510	509	1.000000
343	venture_success	8589935185	508	-0.241751
344	venture_failure	8589935189	507	-0.280939
344	venture_success	506	507	1.000000
344	venture_success	508	513	0.957227
344	venture_failure	510	509	0.898000
344	venture_failure	12884902476	510	0.136824
344	relationship_created	513	8589935185	-0.100000
344	venture_failure	8589935185	513	-0.100000
345	venture_failure	8589935189	512	-0.395399
345	venture_failure	506	510	-0.432849
345	venture_failure	510	513	0.708518
345	venture_failure	12884902476	8589935185	-0.294868
345	venture_failure	8589935185	510	-0.380670
346	venture_failure	513	510	0.607101
346	venture_success	507	510	1.000000
346	venture_failure	509	510	0.794412
346	venture_success	510	507	1.000000
346	venture_success	8589935185	515	0.339295
347	venture_success	512	508	1.000000
347	venture_success	513	502	1.000000
347	venture_failure	506	502	-0.474935
347	venture_success	507	510	1.000000
347	venture_failure	8589935185	515	0.238617
348	venture_success	502	512	1.000000
348	venture_failure	510	508	-0.739203
349	venture_success	502	512	1.000000
349	venture_failure	512	506	0.884112
349	venture_failure	513	502	0.896004
349	venture_failure	508	510	-0.837724
349	venture_failure	509	515	-0.763577
349	venture_failure	510	507	0.896004
349	venture_failure	12884902476	515	-0.367123
349	venture_success	8589935185	507	0.200844
349	agent_death	12884902476	0	0.000000
349	relationship_destroyed	509	12884902476	0.000000
349	relationship_destroyed	8589935189	12884902476	0.000000
349	relationship_destroyed	513	12884902476	0.000000
349	relationship_destroyed	507	12884902476	0.000000
349	relationship_destroyed	508	12884902476	0.000000
349	relationship_destroyed	502	12884902476	0.000000
349	relationship_destroyed	506	12884902476	0.000000
349	relationship_destroyed	512	12884902476	0.000000
349	relationship_destroyed	510	12884902476	0.000000
349	relationship_destroyed	515	12884902476	0.000000
349	relationship_destroyed	8589935185	12884902476	0.000000
350	venture_success	515	512	0.852162
350	venture_success	513	502	1.000000
350	venture_success	8589935189	515	1.000000
350	venture_success	506	512	1.000000
350	venture_success	507	8589935189	-0.127585
350	venture_failure	509	502	-0.764097
350	venture_failure	510	507	0.794212
350	agent_birth	17179869772	0	89.285500
351	venture_success	502	515	1.000000
351	venture_success	512	502	1.000000
351	venture_success	508	513	1.000000
351	relationship_created	508	17179869772	0.150000
351	venture_success	17179869772	508	0.150000
352	venture_success	513	508	1.000000
352	venture_success	506	507	1.000000
352	venture_success	507	506	1.000000
352	relationship_created	515	17179869772	-0.100000
352	venture_failure	17179869772	515	-0.100000
353	venture_success	502	512	1.000000
353	relationship_created	512	17179869772	-0.100000
353	venture_failure	512	17179869772	-0.100000
353	venture_failure	513	508	0.898000
353	relationship_created	507	17179869772	-0.100000
353	venture_failure	507	17179869772	-0.100000
353	relationship_created	509	17179869772	-0.100000
353	venture_failure	17179869772	509	-0.100000
354	venture_failure	502	510	-0.293425
354	venture_failure	8589935189	507	-0.226567
355	venture_success	515	8589935189	1.000000
355	venture_success	502	512	1.000000
355	venture_failure	8589935189	502	-0.098419
355	venture_failure	509	510	0.680226
355	venture_failure	510	8589935189	-0.514025
356	venture_success	512	515	0.991987
356	venture_failure	510	509	0.578865
356	venture_success	8589935185	502	0.191518
357	venture_success	502	515	1.000000
357	venture_success	507	510	0.933159
357	venture_failure	508	513	0.790838
357	venture_failure	509	510	0.477708
357	relationship_created	8589935189	17179869772	0.150000
357	venture_success	17179869772	8589935189	0.150000
358	venture_failure	515	506	-0.268937
358	venture_success	512	508	1.000000
358	venture_success	513	502	1.000000
358	venture_failure	506	507	0.888060
358	venture_failure	508	506	-0.229602
358	venture_failure	510	506	-0.521729
358	venture_failure	8589935185	502	0.090753
360	venture_success	515	8589935185	0.382487
360	venture_success	502	513	1.000000
360	venture_failure	513	508	0.686102
360	venture_success	8589935189	515	1.000000
361	venture_failure	515	17179869772	-0.198214
361	venture_success	512	508	1.000000
361	venture_success	506	507	1.000000
361	venture_success	510	507	1.000000
361	venture_failure	17179869772	8589935189	0.048804
362	venture_failure	512	507	-1.000000
362	venture_failure	508	515	0.858829
362	venture_failure	509	513	-0.889341
363	venture_success	512	513	-0.227833
363	venture_success	8589935189	515	1.000000
363	relationship_created	506	17179869772	-0.100000
363	venture_failure	506	17179869772	-0.100000
364	venture_success	515	508	1.000000
364	venture_failure	502	515	0.886084
364	venture_success	512	513	-0.077377
364	venture_success	8589935189	515	1.000000
364	venture_success	506	512	1.000000
364	venture_success	507	510	1.000000
364	venture_failure	509	8589935185	-0.105120
365	venture_success	515	8589935189	1.000000
365	venture_success	502	513	1.000000
365	venture_success	513	510	0.734442
365	venture_failure	506	508	-0.326407
365	venture_success	508	515	1.000000
365	venture_success	509	510	0.620118
365	venture_success	510	513	0.884442
365	venture_failure	8589935185	513	-0.195883
366	venture_failure	502	513	0.898000
366	venture_success	512	506	1.000000
366	venture_success	513	512	0.072932
366	venture_success	8589935189	515	1.000000
366	venture_success	508	512	1.000000
366	venture_success	509	510	0.768877
366	relationship_created	8589935185	17179869772	0.150000
366	venture_success	17179869772	8589935185	0.150000
367	venture_success	512	502	1.000000
367	venture_failure	513	510	0.780908
367	venture_success	506	512	1.000000
367	venture_success	507	510	1.000000
367	venture_success	509	510	0.917340
367	venture_failure	510	513	0.680908
367	venture_failure	8589935185	502	-0.010867
367	venture_failure	17179869772	508	0.045271
368	venture_success	515	8589935189	1.000000
368	venture_failure	502	8589935185	-0.110846
368	venture_success	509	510	1.000000
368	venture_failure	17179869772	506	-0.199004
369	venture_success	502	513	1.000000
369	venture_success	8589935189	507	-0.069865
369	venture_success	510	513	0.828187
369	venture_failure	8589935185	502	-0.210624
369	venture_failure	17179869772	507	-0.196848
370	venture_success	515	502	1.000000
370	relationship_created	502	17179869772	-0.100000
370	venture_failure	502	17179869772	-0.100000
370	venture_failure	512	8589935185	-0.190294
370	venture_failure	506	502	-0.553562
370	venture_failure	507	8589935189	-0.169725
371	venture_failure	513	506	-0.558166
371	venture_success	8589935189	515	1.000000
371	venture_failure	506	509	-0.694615
371	venture_failure	508	512	0.890040
371	venture_success	510	513	0.974877
371	venture_success	17179869772	506	-0.047812
372	venture_success	502	8589935189	0.054874
372	venture_success	512	502	1.000000
372	venture_failure	508	502	-0.356215
373	venture_failure	515	508	0.884112
373	venture_failure	502	506	-0.650247
373	relationship_created	513	17179869772	-0.100000
373	venture_failure	513	17179869772	-0.100000
373	venture_success	8589935189	515	1.000000
373	venture_success	506	507	1.000000
373	venture_success	507	502	-0.133624
373	venture_failure	509	510	0.890040
373	venture_success	8589935185	17179869772	0.297913
373	venture_failure	17179869772	8589935185	0.197913
374	venture_success	502	512	1.000000
