# tick 12000
[agents]
entity	resources	trust_baseline	age	venture_chance	traits	coop_quality	group_key
17453	104.9409	0.1607	8060	0.4000	1,3,2	0.5000	30
492	2217.3081	-0.0030	12001	0.4000	0,0,3	0.5000	3
4294967882	1733.4463	-0.2395	11980	0.4000	0,0,2	0.5000	2
478	2967.0400	0.4331	12001	0.4000	3,2,3	0.5000	59
48044	302.3101	-0.1612	5400	0.4000	2,0,0	0.5000	32
25675	228.8062	-0.0089	7220	0.4000	0,1,0	0.5000	4
56231	1388.5588	0.3482	4740	0.4000	3,2,0	0.5000	56
58379	129.3926	0.4007	4580	0.4000	2,0,1	0.5000	33
7343	394.8894	0.2636	9440	0.4000	1,3,2	0.5000	30
4294967942	2306.3848	0.1289	11820	0.4000	3,0,3	0.5000	51
32705	528.3960	0.0614	6600	0.4000	0,0,0	0.5000	0
4295018193	57.9687	0.3947	60	0.4000	1,0,1	0.5000	17
48294	427.6785	-0.2538	5380	0.4000	3,3,2	0.5000	62
24860	527.7517	0.2178	7300	0.4000	0,3,2	0.5000	14
12884902555	24.3396	0.1242	11680	0.4000	3,3,2	0.5000	62
10489	176.6047	-0.0747	8940	0.4000	3,2,3	0.5000	59
44619	377.4412	0.3959	5660	0.4000	3,2,1	0.5000	57
60865	597.3964	0.1132	4280	0.4000	3,2,0	0.5000	56
49088	579.4470	0.2186	5320	0.4000	3,2,0	0.5000	56
17179869811	492.2139	0.2627	11620	0.4000	3,2,1	0.5000	57
12884963160	407.9464	0.3889	3580	0.4000	0,2,3	0.5000	11
4294967996	2337.3027	0.1583	11580	0.4000	3,2,3	0.5000	59
35032	202.1631	-0.2056	6400	0.4000	3,3,0	0.5000	60
45915	739.3386	0.4767	5560	0.4000	1,3,2	0.5000	30
14394	56.6895	0.1103	8420	0.4000	1,3,3	0.5000	31
50184	1050.5212	0.0570	5240	0.4000	2,3,3	0.5000	47
50726	544.0537	0.1150	5200	0.4000	2,3,1	0.5000	45
4294968126	480.0996	-0.0935	11400	0.4000	3,3,1	0.5000	61
39598	600.6709	-0.0509	6040	0.4000	2,3,3	0.5000	47
8786	319.5371	-0.0186	9200	0.4000	1,2,3	0.5000	27
4294968224	1564.9824	-0.0517	11300	0.4000	0,0,2	0.5000	2
936	644.0503	-0.0190	11280	0.4000	1,0,2	0.5000	18
25072	171.1704	-0.0960	7280	0.4000	2,0,1	0.5000	33
48542	993.0298	0.3916	5360	0.4000	2,3,3	0.5000	47
37025	1168.0945	0.2710	6240	0.4000	0,3,3	0.5000	15
1050	242.8623	-0.1408	11200	0.4000	0,2,2	0.5000	10
34551	459.9731	0.3746	6440	0.4000	0,3,3	0.5000	15
21003	120.8757	0.2254	7680	0.4000	1,3,2	0.5000	30
12884920403	61.0044	0.2833	40	0.4000	1,2,0	0.5000	24
28397	827.7332	-0.0727	6980	0.4000	3,0,0	0.5000	48
12637	99.3105	-0.0391	8640	0.4000	2,3,2	0.5000	46
8020	358.7988	-0.1649	9320	0.4000	3,2,2	0.5000	58
37795	417.4121	0.0058	6180	0.4000	2,2,3	0.5000	43
15891	99.0552	0.2262	8240	0.4000	3,2,1	0.5000	57
36513	174.4072	-0.1807	6280	0.4000	3,3,3	0.5000	63
1407	49.2666	0.4068	10980	0.4000	1,2,0	0.5000	24
31322	657.4326	-0.2254	6720	0.4000	2,2,3	0.5000	43
1493	914.3955	0.2762	10920	0.4000	3,0,3	0.5000	51
4380	351.0830	-0.2926	10020	0.4000	1,2,0	0.5000	24
33610	440.7495	0.2331	6520	0.4000	3,2,0	0.5000	56
55389	178.5430	-0.0101	4800	0.4000	1,3,3	0.5000	31
39093	137.1243	-0.0091	6080	0.4000	1,2,2	0.5000	26
14548	411.7112	0.3638	8400	0.4000	3,3,2	0.5000	62
30877	145.0947	0.2238	6760	0.4000	3,3,3	0.5000	63
41209	1764.3047	-0.1197	5920	0.4000	1,2,3	0.5000	27
24652	208.0120	0.4954	7320	0.4000	3,1,0	0.5000	52
1909	804.7998	0.0492	10740	0.4000	0,0,1	0.5000	1
1956	656.1436	0.4963	10720	0.4000	3,2,2	0.5000	58
2006	221.7534	0.2768	10700	0.4000	3,0,1	0.5000	49
49608	775.2480	0.2045	5280	0.4000	3,2,1	0.5000	57
40936	412.5454	0.2944	5940	0.4000	0,1,3	0.5000	7
37262	215.3779	-0.1386	6220	0.4000	1,2,0	0.5000	24
46436	890.3916	0.3761	5520	0.4000	0,3,1	0.5000	13
36766	91.9897	0.3907	6260	0.4000	1,1,3	0.5000	23
35492	151.2534	0.3803	6360	0.4000	2,2,0	0.5000	40
43551	749.9023	0.0598	5740	0.4000	2,0,2	0.5000	34
42241	368.7671	0.0481	5840	0.4000	2,3,3	0.5000	47
8408	584.5916	0.4379	9260	0.4000	3,3,1	0.5000	61
26344	646.4678	0.0804	7160	0.4000	1,2,3	0.5000	27
2667	723.3203	0.1404	10480	0.4000	0,2,3	0.5000	11
57813	1761.2773	0.3730	4620	0.4000	0,3,1	0.5000	13
2802	350.8354	-0.0102	10440	0.4000	0,1,2	0.5000	6
25882	184.2339	0.2599	7200	0.4000	1,3,2	0.5000	30
35269	160.6011	0.2431	6380	0.4000	2,3,1	0.5000	45
58664	1031.6094	0.2896	4560	0.4000	3,1,1	0.5000	53
12884954579	112.5401	0.0363	20	0.4000	3,0,2	0.5000	50
42515	411.9292	-0.2143	5820	0.4000	2,2,3	0.5000	43
15030	85.5671	0.0690	8340	0.4000	0,2,3	0.5000	11
42776	74.8079	-0.1382	5800	0.4000	1,2,0	0.5000	24
28597	1037.2910	-0.1088	6960	0.4000	2,3,2	0.5000	46
54601	92.3928	-0.1976	4860	0.4000	2,3,3	0.5000	47
40098	182.4788	-0.0394	6000	0.4000	1,3,0	0.5000	28
3586	157.3103	0.4825	10220	0.4000	3,2,2	0.5000	58
32002	203.9751	0.3719	6660	0.4000	2,0,3	0.5000	35
13913	189.4072	0.0233	8480	0.4000	0,1,1	0.5000	5
4480	2.6562	-0.2542	10000	0.4000	0,1,1	0.5000	5
33150	254.1487	-0.1939	6560	0.4000	3,2,1	0.5000	57
13236	21.0920	0.1806	8560	0.4000	3,3,0	0.5000	60
38332	67.1355	0.0652	6140	0.4000	2,3,3	0.5000	47

[relationships]
entity	agent_a	agent_b	trust	age	last_reinforced
8589998648	40098	8589985152	-0.0825	361	11639
4294993657	1956	4295006787	-0.3359	30	11970
4294994613	2667	4295018193	-0.1269	52	11948
4295032348	15891	4294994540	-0.0140	1443	10557
12884926110	54601	4294986296	-0.0850	607	11393
4295001584	21003	4295005775	-0.0522	1475	10525
4295011382	33150	12884920403	-0.1157	32	11968
63039	40098	57813	0.2144	4025	11844
8589982736	4294968224	4295022053	-0.0278	887	11113
4294991837	54601	4295002158	-0.0445	1101	10899
45689	28397	43551	-0.3074	5577	11995
25769867893	33150	8589998703	-0.0200	1350	10650
4294968031	492	4294967942	-0.0989	11819	11937
4295002318	37025	17179898749	-0.4429	332	11668
25832	7343	24860	-0.3925	7205	11855
4294982542	58664	4294996852	-0.2308	732	11268
8589949611	10489	12884920403	-0.1378	31	11969
41228	1050	37795	-0.0658	5918	11920
31706	24860	31322	0.7686	6687	11995
49813	40936	46436	-0.2470	5266	11949
36946	36513	4294968224	0.1357	6246	11994
52771	49088	50184	-0.1239	5030	11562
12884906631	8020	4295002170	-0.0411	1063	10937
4295001159	28597	4295028328	-0.1046	390	11610
42242	37025	12884902555	-0.0489	5839	11813
51422	32705	50726	0.3593	5148	11969
42730	28397	40936	-0.2698	5803	11968
42094	39598	4294968224	-0.1516	5851	11997
26491	24652	17179869811	-0.1740	7147	11966
17179869903	14548	12884903816	-0.2077	785	11215
8589998760	44619	4294991501	-0.0536	670	11330
34718	32002	12884902555	-0.1661	6427	11996
8589974083	4294967942	12884920403	-0.1604	29	11971
8410	8408	4294967996	0.2127	9259	11935
38289	17453	37795	0.1016	6143	11993
8589994731	35269	8589976692	-0.1611	106	11894
25163	1493	24652	-0.1090	7270	11762
48262	37025	48044	-0.1748	5382	11757
4294990716	58664	4295010340	-0.0060	1686	10314
52543	26344	44619	-0.2731	5045	11907
30159	1407	28597	-0.2852	6822	11787
4294967976	478	492	-0.0447	11915	11980
4295032533	58664	4294968224	-0.1128	3707	11847
8589944234	4294967996	12884963160	-0.3794	2929	11997
4294967794	478	4294967882	-0.2417	11921	12000
