# tick 14000
[agents]
entity	resources	trust_baseline	age	venture_chance	traits	coop_quality	group_key
12884907729	1753.8507	-0.2904	550	0.4000	1,3,1	0.5000	29
492	399.9079	0.3210	14001	0.4000	3,1,0	0.5000	52
8589940550	1159.9772	0.0150	2100	0.4000	0,2,1	0.5000	9
8589937039	1101.8511	-0.2192	4250	0.4000	1,3,3	0.5000	31
8589937799	1474.3787	0.0689	700	0.4000	2,1,0	0.5000	36
4294974816	619.3497	-0.1575	3600	0.4000	1,3,1	0.5000	29
8589939330	828.4188	0.1265	3400	0.4000	2,3,3	0.5000	47
12884906897	1716.2821	0.0105	1650	0.4000	1,1,2	0.5000	22
8589937430	355.3947	0.2141	5100	0.4000	3,3,3	0.5000	63
12884905945	844.9738	0.4042	3650	0.4000	1,1,1	0.5000	21
8589937062	158.3032	-0.1008	4900	0.4000	0,2,1	0.5000	9
21474838548	1478.5819	0.1254	1700	0.4000	3,1,2	0.5000	54
8589939999	1511.5918	-0.0761	350	0.4000	1,0,0	0.5000	16
8589938551	639.1812	-0.2495	4100	0.4000	2,0,0	0.5000	32
8589939604	821.5387	-0.0499	3200	0.4000	0,2,2	0.5000	10
8589938785	1518.2239	0.0132	2000	0.4000	1,3,2	0.5000	30
4294974274	855.1381	-0.2455	5700	0.4000	1,0,0	0.5000	16
7572	586.9130	0.1312	7550	0.4000	3,0,1	0.5000	49
17179873884	1028.7103	0.2840	2700	0.4000	1,2,1	0.5000	25
4294971256	933.7964	-0.0352	3950	0.4000	3,1,0	0.5000	52
8589940951	1235.6311	-0.1833	1950	0.4000	0,3,1	0.5000	13
8589939005	1672.2698	0.3697	1600	0.4000	1,2,0	0.5000	24
4294971733	1130.5311	0.2642	3050	0.4000	1,1,1	0.5000	21
8589937916	1774.5972	-0.1496	2150	0.4000	0,0,2	0.5000	2
12884904320	1122.9500	0.2059	3450	0.4000	3,3,0	0.5000	60
12884905186	1390.4999	0.0491	1850	0.4000	1,2,0	0.5000	24
30064771740	2325.4355	-0.0617	1300	0.4000	0,0,1	0.5000	1
12884907432	1090.3458	-0.2227	2350	0.4000	1,2,3	0.5000	27
21474838400	1974.7637	0.2398	1800	0.4000	2,1,0	0.5000	36
17179876292	2397.3633	0.2584	800	0.4000	1,1,1	0.5000	21
12884906221	1819.8193	0.4800	1750	0.4000	3,2,3	0.5000	59
12884907099	720.1307	0.0145	100	0.4000	3,0,0	0.5000	48
21474842263	619.2076	-0.1135	3000	0.4000	0,0,2	0.5000	2
12884902433	1119.3115	0.0751	3300	0.4000	3,0,1	0.5000	49
34359739201	809.2302	0.1646	3800	0.4000	2,3,0	0.5000	44
17179871185	437.9167	-0.0979	2550	0.4000	0,2,2	0.5000	10
