# tick 18000
[agents]
entity	resources	trust_baseline	age	venture_chance	traits	coop_quality	group_key
12884907729	461.8463	-0.2904	4550	0.4000	1,3,1	0.5000	29
17179871351	549.3755	-0.1829	3250	0.4000	0,1,3	0.5000	7
17179871032	831.1223	0.3067	2900	0.4000	1,0,3	0.5000	19
17179875536	1933.4434	0.4763	1150	0.4000	1,3,3	0.5000	31
25769807357	812.4250	-0.0795	200	0.4000	0,1,2	0.5000	6
12884909397	879.8326	0.0929	2450	0.4000	0,2,2	0.5000	10
17179869867	1846.0579	-0.2079	2500	0.4000	3,2,0	0.5000	56
12884906897	255.6758	0.0105	5650	0.4000	1,1,2	0.5000	22
8589935968	723.5209	-0.1362	3500	0.4000	0,1,0	0.5000	4
21474841259	1500.2701	0.1609	850	0.4000	3,0,1	0.5000	49
8589940417	675.5156	0.0121	4000	0.4000	0,0,2	0.5000	2
17179870173	1387.9628	0.3859	1450	0.4000	1,0,0	0.5000	16
8589939999	576.7884	-0.0761	4350	0.4000	1,0,0	0.5000	16
21474842989	1032.7296	0.2142	2050	0.4000	2,2,1	0.5000	41
12884905833	1342.4390	0.1415	3050	0.4000	3,3,3	0.5000	63
8589938785	59.4207	0.0132	6000	0.4000	1,3,2	0.5000	30
12884904358	505.7711	0.1914	3700	0.4000	1,3,3	0.5000	31
12884909143	1971.9893	0.1610	1650	0.4000	0,1,0	0.5000	4
38654706169	1084.3462	-0.0662	2100	0.4000	2,3,0	0.5000	44
4294971256	724.0050	-0.0352	7950	0.4000	3,1,0	0.5000	52
17179875456	205.8470	0.0666	50	0.4000	2,2,1	0.5000	41
12884904160	1409.4744	0.1474	800	0.4000	1,2,2	0.5000	26
25769804846	1572.6567	-0.2813	1700	0.4000	2,1,3	0.5000	39
21474843529	1788.9813	0.1916	350	0.4000	0,1,3	0.5000	7
12884908625	1561.4125	0.1339	2400	0.4000	0,2,2	0.5000	10
12884905186	217.7004	0.0491	5850	0.4000	1,2,0	0.5000	24
17179875630	1763.0840	-0.0431	900	0.4000	2,0,3	0.5000	35
8589936251	2092.9185	-0.2928	1750	0.4000	3,2,3	0.5000	59
21474838400	303.7617	0.2398	5800	0.4000	2,1,0	0.5000	36
17179876292	360.4672	0.2584	4800	0.4000	1,1,1	0.5000	21
17179873773	2198.5391	-0.1684	2000	0.4000	0,0,2	0.5000	2
12884907099	221.3307	0.0145	4100	0.4000	3,0,0	0.5000	48
8589942308	1396.1589	-0.1163	2200	0.4000	1,2,0	0.5000	24
17179871171	1544.9364	0.4572	400	0.4000	0,2,0	0.5000	8
34359739201	207.4328	0.1646	7800	0.4000	2,3,0	0.5000	44
17179873693	1770.6851	0.3464	2850	0.4000	0,0,3	0.5000	3
8589940214	283.8107	0.0895	5550	0.4000	3,1,3	0.5000	55
21474844070	1793.3271	0.1885	1850	0.4000	0,1,0	0.5000	4
21474842854	1705.1104	-0.0713	1800	0.4000	2,2,0	0.5000	40
21474840018	984.6198	0.4331	3850	0.4000	3,1,2	0.5000	54
8589942151	1649.2755	-0.2614	1050	0.4000	1,2,1	0.5000	25
17179877260	1050.8744	-0.0757	2700	0.4000	3,2,3	0.5000	59
