# tick 6000
[agents]
entity	resources	trust_baseline	age	venture_chance
475	22601.4727	0.3535	6001	0.4000
476	24631.4375	0.1505	6001	0.4000
477	22848.0137	0.0672	6001	0.4000
478	19997.4648	-0.2501	6001	0.4000
479	26898.3496	0.4062	6001	0.4000
480	22784.9727	0.1820	6001	0.4000
481	20868.4180	0.0362	6001	0.4000
482	22948.7930	0.1083	6001	0.4000
483	25592.6348	0.3881	6001	0.4000
484	26419.9414	0.3295	6001	0.4000
485	20852.1250	-0.0857	6001	0.4000
486	20559.5820	0.0506	6001	0.4000
487	22007.8086	0.1805	6001	0.4000
488	24078.7676	0.3488	6001	0.4000
489	19463.7930	-0.2702	6001	0.4000
490	22711.3789	0.3627	6001	0.4000
491	24775.3945	0.3531	6001	0.4000
492	24662.2656	0.4483	6001	0.4000
493	20685.1367	0.1472	6001	0.4000
494	19522.4648	-0.0788	6001	0.4000
658	20843.0391	0.1627	5950	0.4000
699	19844.1367	-0.1374	5900	0.4000
719	16704.5918	-0.2379	5850	0.4000
738	25077.8516	0.4453	5800	0.4000
765	19788.5078	0.1304	5750	0.4000
789	21893.8867	0.2903	5700	0.4000
819	19591.7871	0.1452	5650	0.4000
841	18898.8848	0.0435	5600	0.4000
870	18875.2754	0.2187	5550	0.4000
896	21405.0391	0.3990	5500	0.4000
921	18320.6680	0.1386	5450	0.4000
954	22307.3320	0.4982	5400	0.4000
985	21213.0508	0.3623	5350	0.4000
1018	16759.6270	0.0939	5300	0.4000
1050	18791.9062	0.2954	5250	0.4000
1087	14872.8643	-0.0748	5200	0.4000
1114	14404.8750	0.1448	5150	0.4000
1148	18402.2402	0.2965	5100	0.4000
1184	15825.3555	-0.0927	5050	0.4000
1219	15767.0801	-0.0178	5000	0.4000
1255	14069.8457	-0.2533	4950	0.4000
1288	14600.0889	-0.0451	4900	0.4000
1328	14300.7969	0.0659	4850	0.4000
1373	18562.5664	0.4288	4800	0.4000
1405	15046.4814	0.2095	4750	0.4000
1454	17851.5449	0.4615	4700	0.4000
1502	12945.3096	0.0212	4650	0.4000
1550	13861.3154	-0.2005	4600	0.4000
1592	12670.1230	-0.0345	4550	0.4000
1641	13753.5430	0.1195	4500	0.4000
1691	11445.4180	-0.2580	4450	0.4000
1748	15285.2998	0.4186	4400	0.4000
1797	11860.3262	0.2156	4350	0.4000
1837	11082.6445	-0.1455	4300	0.4000
1886	13155.8516	0.1014	4250	0.4000
1935	9698.9590	-0.0609	4200	0.4000
1995	14956.0537	0.2927	4150	0.4000
2048	12113.7930	-0.0721	4100	0.4000
2105	10598.0068	0.1035	4050	0.4000
2153	9557.0312	-0.1700	4000	0.4000
2208	10635.8613	-0.0250	3950	0.4000
2259	14636.9062	0.4014	3900	0.4000
2316	11285.0947	0.1602	3850	0.4000
2374	13406.3711	0.3722	3800	0.4000
2447	9262.6797	-0.2070	3750	0.4000
