# tick 6000
[agents]
entity	resources	trust_baseline	age	venture_chance
475	8328.4727	0.3535	6001	0.4000
476	5302.4375	0.1505	6001	0.4000
477	5417.0137	0.0672	6001	0.4000
478	3633.4648	-0.2501	6001	0.4000
479	6908.3491	0.4062	6001	0.4000
480	4724.9717	0.1820	6001	0.4000
660	4491.0381	0.1627	5950	0.4000
8589935100	1553.8540	-0.1481	5850	0.4000
483	4683.6348	0.3881	6001	0.4000
484	6393.9409	0.3295	6001	0.4000
4294967884	5137.4531	0.1096	5800	0.4000
486	1170.5808	0.0506	6001	0.4000
487	5954.8096	0.1805	6001	0.4000
488	4055.7671	0.3488	6001	0.4000
489	1926.7920	-0.2702	6001	0.4000
490	8658.3789	0.3627	6001	0.4000
491	8516.3945	0.3531	6001	0.4000
492	9916.2656	0.4483	6001	0.4000
493	3647.1360	0.1472	6001	0.4000
494	1842.4658	-0.0788	6001	0.4000
4294967861	6441.8320	0.3158	5750	0.4000
700	1446.8550	0.2598	5700	0.4000
723	5499.2012	0.3664	5650	0.4000
747	3960.0781	0.2761	5600	0.4000
766	7755.7495	0.4544	5550	0.4000
818	7937.4556	0.2908	5450	0.4000
4294968111	5533.0166	0.3556	5400	0.4000
989	5446.9966	0.2725	5100	0.4000
873	1372.0801	-0.1428	5300	0.4000
897	3999.3943	0.1361	5250	0.4000
926	5496.1719	0.3869	5200	0.4000
955	2139.7554	0.1670	5150	0.4000
4294968150	4413.1738	0.0590	5050	0.4000
1018	4763.7388	0.3272	5000	0.4000
1048	2082.2471	0.2050	4950	0.4000
1089	7085.1621	0.4827	4900	0.4000
1130	113.5373	0.1680	4850	0.4000
4294968677	3746.6016	0.2984	4300	0.4000
1198	4141.0459	-0.0071	4750	0.4000
1236	5601.2192	0.4908	4700	0.4000
1429	297.7418	0.2655	4400	0.4000
1310	1037.7845	0.0615	4600	0.4000
1349	2640.9275	0.2128	4550	0.4000
4294968716	2663.3379	0.1954	4350	0.4000
1526	2148.1326	0.1825	4150	0.4000
1480	7013.4023	0.4540	4200	0.4000
4294970933	119.0707	0.0123	150	0.4000
4164	693.9208	0.2485	800	0.4000
1613	2872.5874	0.3066	4000	0.4000
4294969334	2180.7290	0.4303	3150	0.4000
1705	958.5757	0.3016	3900	0.4000
1759	3615.0823	0.3460	3850	0.4000
4294969162	2270.9084	0.3909	3350	0.4000
4294968996	1626.1813	0.4280	3700	0.4000
4294969156	881.2983	-0.1242	3600	0.4000
2665	1339.5951	0.3983	2400	0.4000
2370	1855.9491	-0.1759	2950	0.4000
2805	303.5652	0.1634	2250	0.4000
2186	1309.7878	0.2131	3250	0.4000
4294969251	817.6218	-0.0492	3100	0.4000
2248	3063.2898	0.3020	3050	0.4000
2554	1429.5164	0.2109	2600	0.4000
4294969634	797.1450	0.3801	2850	0.4000
4294970693	521.4777	0.0058	1250	0.4000
17179871307	335.7363	0.0710	2650	0.4000
4294969885	1249.0720	0.1103	2550	0.4000
2622	586.1852	0.2451	2450	0.4000
12884904201	1492.3464	-0.0956	2350	0.4000
2733	160.4487	-0.2054	2300	0.4000
2875	1280.6133	0.3856	2200	0.4000
2876	202.1722	0.1612	2150	0.4000
