# tick 10000
[agents]
entity	resources	trust_baseline	age	venture_chance
475	8745.4727	0.3535	10001	0.4000
476	3504.4375	0.1505	10001	0.4000
477	5621.0137	0.0672	10001	0.4000
478	2518.4648	-0.2501	10001	0.4000
479	7208.3491	0.4062	10001	0.4000
480	3931.9717	0.1820	10001	0.4000
660	2911.0381	0.1627	9950	0.4000
8589938297	405.1774	0.0119	950	0.4000
483	5668.6348	0.3881	10001	0.4000
484	4682.9409	0.3295	10001	0.4000
4294967884	4133.4531	0.1096	9800	0.4000
21474837788	357.4757	0.2340	1000	0.4000
487	4498.8096	0.1805	10001	0.4000
488	3686.7671	0.3488	10001	0.4000
4294968757	300.2574	0.3408	500	0.4000
490	7993.3789	0.3627	10001	0.4000
491	9188.3945	0.3531	10001	0.4000
492	9577.2656	0.4483	10001	0.4000
493	1815.1360	0.1472	10001	0.4000
6460	433.0346	-0.0416	1600	0.4000
4294967861	5429.8320	0.3158	9750	0.4000
700	456.8550	0.2598	9700	0.4000
723	7229.2012	0.3664	9650	0.4000
747	3523.0781	0.2761	9600	0.4000
766	9282.7500	0.4544	9550	0.4000
818	7354.4551	0.2908	9450	0.4000
4294968111	5086.0166	0.3556	9400	0.4000
989	3782.9966	0.2725	9100	0.4000
8589937022	663.3348	0.3264	1300	0.4000
897	2413.3943	0.1361	9250	0.4000
926	5815.1719	0.3869	9200	0.4000
955	1279.7554	0.1670	9150	0.4000
4294968150	3818.1738	0.0590	9050	0.4000
1018	4487.7388	0.3272	9000	0.4000
1048	1094.2471	0.2050	8950	0.4000
1089	7160.1621	0.4827	8900	0.4000
6274	147.5066	0.1959	1950	0.4000
4294968677	2912.6016	0.2984	8300	0.4000
1198	3382.0459	-0.0071	8750	0.4000
1236	7345.2192	0.4908	8700	0.4000
1429	634.7418	0.2655	8400	0.4000
1310	1792.7845	0.0615	8600	0.4000
1349	1353.9275	0.2128	8550	0.4000
4294968716	2261.3379	0.1954	8350	0.4000
1526	1609.1326	0.1825	8150	0.4000
1480	7186.4023	0.4540	8200	0.4000
4294971218	1286.8185	0.3509	2200	0.4000
4164	1712.9209	0.2485	4800	0.4000
1613	2040.5874	0.3066	8000	0.4000
4294969334	2210.7290	0.4303	7150	0.4000
8589940368	506.7631	0.3746	450	0.4000
1759	2946.0823	0.3460	7850	0.4000
4294969162	2474.9084	0.3909	7350	0.4000
4294968996	2165.1812	0.4280	7700	0.4000
4294973807	959.5791	0.2677	800	0.4000
2665	1412.5951	0.3983	6400	0.4000
2370	1735.9492	-0.1759	6950	0.4000
8589937374	769.2561	0.2260	2800	0.4000
2186	2775.7878	0.2131	7250	0.4000
8589938884	2248.8657	0.4883	2500	0.4000
2248	3231.2898	0.3020	7050	0.4000
2554	1221.5164	0.2109	6600	0.4000
6715	587.5848	-0.1760	1200	0.4000
4294970693	650.4777	0.0058	5250	0.4000
4294968482	190.0628	0.4119	3450	0.4000
12884904371	544.7585	-0.1316	1050	0.4000
4294973027	709.8013	0.4045	700	0.4000
12884904201	444.3464	-0.0956	6350	0.4000
5537	543.3844	0.4437	3100	0.4000
2875	904.6133	0.3856	6200	0.4000
6062	581.2007	0.3021	2600	0.4000
4294972495	468.7778	0.1492	350	0.4000
4294973850	26.1623	-0.1198	1350	0.4000
8589938775	72.8841	-0.1863	50	0.4000
4079	351.4476	-0.1131	4900	0.4000
6088	874.8658	-0.2429	2250	0.4000
8589937675	114.6008	0.1598	5700	0.4000
4294967904	1422.0842	0.2563	1500	0.4000
4294970414	3869.1157	0.3484	5500	0.4000
8589939364	1867.1382	0.4384	1850	0.4000
4294970912	2445.0068	0.3894	5300	0.4000
5063	522.1875	0.2741	3800	0.4000
4687	1744.0078	0.4419	4300	0.4000
6573	90.2412	0.2575	1400	0.4000
4294972576	1730.0902	0.2829	3300	0.4000
12884907647	821.1515	0.0564	2300	0.4000
4294970987	361.6534	0.3379	4850	0.4000
5441	313.3869	0.0119	3400	0.4000
4248	488.8308	-0.2372	4700	0.4000
4294972826	461.1405	0.2872	250	0.4000
4294971838	1656.5574	0.2759	3950	0.4000
4586	2617.8625	0.4857	4350	0.4000
17179873793	851.0149	0.4249	3550	0.4000
8589936167	113.7119	0.0087	4100	0.4000
4809	1031.7776	0.0827	4050	0.4000
8589939806	912.8530	0.4031	900	0.4000
6930	83.7424	0.2863	100	0.4000
4294973529	1349.5132	0.3515	1150	0.4000
5179	1314.9634	0.4106	3700	0.4000
4294969309	729.7959	0.2710	750	0.4000
4294973818	1354.0239	0.4694	1250	0.4000
4294970308	142.1198	-0.0106	300	0.4000
4294970281	934.5444	0.4051	3050	0.4000
5839	404.4276	0.0480	2900	0.4000
8589939309	2208.3887	0.4817	2650	0.4000
8589936181	516.6107	0.3407	2350	0.4000
8589938438	117.8068	-0.0424	850	0.4000
6366	263.6439	-0.0811	1650	0.4000
4294970869	2006.9452	0.4137	1800	0.4000
4294973407	1423.0388	0.4118	1550	0.4000
12884906762	1228.9548	0.4843	650	0.4000
8589936568	575.3176	0.2736	600	0.4000
21474840502	991.0117	0.4582	550	0.4000
17179871007	351.5474	0.3120	200	0.4000
4294970598	286.4689	0.3873	150	0.4000

[relationships]
entity	agent_a	agent_b	trust	age	last_reinforced
495	476	493	-0.0421	10000	9131
4294973040	477	4294973407	0.0090	947	9991
681	477	660	-0.1983	9931	9893
4294973082	5537	8589938297	0.6627	947	9955
6465	1048	6366	0.2268	1598	9952
4294967805	490	4294967884	-0.1087	9782	9529
4294972242	4687	8589938297	0.2061	934	9938
17179874329	4294970308	8589937022	-0.0616	292	9708
12884907640	1310	8589938297	0.3687	901	9947
504	477	488	-0.4303	9999	9975
8589936643	1613	8589938297	-0.0049	947	9654
8589940801	1613	8589936568	0.0122	399	9815
4294973132	1089	21474837788	-0.0173	947	9837
695	478	479	-0.2314	9907	9890
12884906509	8589938297	8589939364	-0.0363	948	9937
4294967819	660	4294967884	0.4077	9789	9999
6463	897	6460	-0.0138	1599	9933
8589936810	6366	6715	-0.0967	957	9976
513	477	493	-0.1549	9999	9957
514	475	483	-0.0590	9998	9197
515	480	490	-0.0995	9998	9668
8589937174	8589937022	12884904371	0.0702	986	9715
12884907318	4294969162	8589938297	-0.1176	901	9980
