# tick 12000
[agents]
entity	resources	trust_baseline	age	venture_chance
475	7945.4727	0.3535	12001	0.4000
476	2527.4375	0.1505	12001	0.4000
477	4898.0137	0.0672	12001	0.4000
478	1656.4648	-0.2501	12001	0.4000
479	6482.3491	0.4062	12001	0.4000
480	2101.9717	0.1820	12001	0.4000
660	1560.0381	0.1627	11950	0.4000
8589938297	238.1774	0.0119	2950	0.4000
483	5883.6348	0.3881	12001	0.4000
484	4218.9409	0.3295	12001	0.4000
4294967884	3513.4531	0.1096	11800	0.4000
17179873571	320.0905	0.3126	450	0.4000
487	4030.8096	0.1805	12001	0.4000
488	2948.7671	0.3488	12001	0.4000
8589935308	602.1955	0.0718	750	0.4000
490	7113.3789	0.3627	12001	0.4000
491	8527.3945	0.3531	12001	0.4000
492	9446.2656	0.4483	12001	0.4000
493	1508.1360	0.1472	12001	0.4000
4294970090	80.9499	0.2885	1250	0.4000
4294967861	4327.8320	0.3158	11750	0.4000
4294972734	886.9844	0.0920	1450	0.4000
723	6616.2012	0.3664	11650	0.4000
747	2869.0781	0.2761	11600	0.4000
766	9570.7500	0.4544	11550	0.4000
818	6922.4551	0.2908	11450	0.4000
4294968111	4752.0166	0.3556	11400	0.4000
989	2344.9966	0.2725	11100	0.4000
8589937022	347.3348	0.3264	3300	0.4000
897	869.3943	0.1361	11250	0.4000
926	5229.1719	0.3869	11200	0.4000
955	818.7554	0.1670	11150	0.4000
4294968150	2172.1738	0.0590	11050	0.4000
1018	3078.7388	0.3272	11000	0.4000
7270	654.2495	0.1914	1100	0.4000
1089	7151.1621	0.4827	10900	0.4000
7390	333.9882	-0.0740	900	0.4000
4294968677	2236.6016	0.2984	10300	0.4000
1198	2588.0459	-0.0071	10750	0.4000
1236	7063.2192	0.4908	10700	0.4000
1429	428.7418	0.2655	10400	0.4000
1310	1690.7847	0.0615	10600	0.4000
1349	557.9275	0.2128	10550	0.4000
4294968716	854.3379	0.1954	10350	0.4000
1526	367.1326	0.1825	10150	0.4000
1480	6932.4023	0.4540	10200	0.4000
4294971218	744.8185	0.3509	4200	0.4000
4164	824.9209	0.2485	6800	0.4000
1613	1113.5874	0.3066	10000	0.4000
4294969334	2273.7290	0.4303	9150	0.4000
8589940368	496.7631	0.3746	2450	0.4000
1759	2052.0823	0.3460	9850	0.4000
4294969162	2337.9084	0.3909	9350	0.4000
4294968996	2414.1812	0.4280	9700	0.4000
4294973807	1039.5791	0.2677	2800	0.4000
2665	853.5951	0.3983	8400	0.4000
2370	736.9492	-0.1759	8950	0.4000
4294973333	226.2399	0.0115	200	0.4000
2186	1796.7878	0.2131	9250	0.4000
8589938884	1763.8657	0.4883	4500	0.4000
2248	1676.2898	0.3020	9050	0.4000
2554	628.5164	0.2109	8600	0.4000
6715	1272.5848	-0.1760	3200	0.4000
8589936463	114.5096	0.0068	500	0.4000
8589938312	653.0403	0.1966	1600	0.4000
12884908444	464.9397	0.0632	550	0.4000
4294973027	493.8013	0.4045	2700	0.4000
7155	49.3021	-0.2222	1300	0.4000
8589938716	229.5878	-0.0676	300	0.4000
2875	446.6133	0.3856	8200	0.4000
8589938356	901.8092	0.4782	600	0.4000
4294972495	42.7778	0.1492	2350	0.4000
17179873020	398.2501	-0.0683	1050	0.4000
12884907620	700.2172	-0.1355	1200	0.4000
8589939726	1516.4968	0.4075	1650	0.4000
8589940477	127.7722	0.3616	100	0.4000
4294971547	1290.5657	0.4434	1550	0.4000
4294967904	1319.0842	0.2563	3500	0.4000
4294970414	3557.1157	0.3484	7500	0.4000
8589939364	2455.1382	0.4384	3850	0.4000
4294970912	2243.0068	0.3894	7300	0.4000
8589938207	377.2507	0.3272	350	0.4000
4687	1171.0078	0.4419	6300	0.4000
21474840370	421.1893	0.3353	1800	0.4000
4294972576	1135.0902	0.2829	5300	0.4000
12884907647	482.1515	0.0564	4300	0.4000
25769806861	482.4275	0.3038	1750	0.4000
4294970598	1830.4689	0.3873	2150	0.4000
7734	387.9959	-0.2023	650	0.4000
4294972826	932.1405	0.2872	2250	0.4000
4294971838	1420.5574	0.2759	5950	0.4000
4586	2575.8625	0.4857	6350	0.4000
17179873793	47.0149	0.4249	5550	0.4000
7031	1643.4036	0.3823	1900	0.4000
7493	1114.5918	0.4157	850	0.4000
8589939806	1456.8530	0.4031	2900	0.4000
6930	641.7424	0.2863	2100	0.4000
4294973529	1587.5132	0.3515	3150	0.4000
5179	1300.9634	0.4106	5700	0.4000
4294969309	112.7959	0.2710	2750	0.4000
4294973818	1075.0239	0.4694	3250	0.4000
