# tick 16000
[agents]
entity	resources	trust_baseline	age	venture_chance
475	5405.4727	0.3535	16001	0.4000
476	328.4375	0.1505	16001	0.4000
477	2821.0137	0.0672	16001	0.4000
478	67.4648	-0.2501	16001	0.4000
479	5436.3491	0.4062	16001	0.4000
480	843.9717	0.1820	16001	0.4000
17179876556	367.6902	0.0073	1050	0.4000
17179869868	556.0252	-0.1656	1550	0.4000
483	5780.6348	0.3881	16001	0.4000
484	2776.9409	0.3295	16001	0.4000
4294967884	1029.4531	0.1096	15800	0.4000
17179873571	3.0905	0.3126	4450	0.4000
487	763.8096	0.1805	16001	0.4000
488	1606.7671	0.3488	16001	0.4000
30064775664	421.7880	-0.2577	1100	0.4000
490	5825.3789	0.3627	16001	0.4000
491	8182.3945	0.3531	16001	0.4000
492	9390.2656	0.4483	16001	0.4000
12884907674	175.5293	0.2785	2800	0.4000
12884902719	506.1622	0.0103	4050	0.4000
4294967861	3242.8320	0.3158	15750	0.4000
8589936843	258.2640	-0.1121	2650	0.4000
723	5529.2012	0.3664	15650	0.4000
747	1347.0781	0.2761	15600	0.4000
766	9264.7500	0.4544	15550	0.4000
818	6495.4551	0.2908	15450	0.4000
4294968111	2869.0166	0.3556	15400	0.4000
989	983.9966	0.2725	15100	0.4000
4294975712	2094.4590	0.4228	1350	0.4000
25769807122	353.5608	0.3022	2350	0.4000
926	4127.1719	0.3869	15200	0.4000
12884908004	803.5829	-0.1491	950	0.4000
4294968150	160.1738	0.0590	15050	0.4000
1018	1510.7388	0.3272	15000	0.4000
12884909365	1047.7902	0.0735	1600	0.4000
1089	7307.1621	0.4827	14900	0.4000
21474838979	1135.5042	0.4622	2950	0.4000
4294968677	1413.6016	0.2984	14300	0.4000
1198	964.0459	-0.0071	14750	0.4000
1236	6766.2192	0.4908	14700	0.4000
21474839702	322.8651	0.0360	750	0.4000
8589941701	324.9020	0.0493	550	0.4000
21474839479	1136.9785	0.3495	2600	0.4000
12884906970	1147.3239	0.3657	900	0.4000
17179873815	288.7882	0.1128	1800	0.4000
1480	6899.4023	0.4540	14200	0.4000
30064772955	289.1163	0.4190	3900	0.4000
17179875797	649.6749	0.1330	2250	0.4000
12884909226	1251.8811	0.2635	1500	0.4000
4294969334	1490.7290	0.4303	13150	0.4000
8588	524.3618	0.3482	3200	0.4000
1759	454.0823	0.3460	13850	0.4000
4294969162	1710.9084	0.3909	13350	0.4000
4294968996	2194.1812	0.4280	13700	0.4000
17179874657	748.6956	0.1902	2050	0.4000
21474841276	89.1356	0.3585	1000	0.4000
17179874964	2620.7554	0.4884	2900	0.4000
8589941030	1017.0225	0.4064	3600	0.4000
17179873080	159.6545	-0.2427	450	0.4000
8589938884	1385.8657	0.4883	8500	0.4000
2248	457.2898	0.3020	13050	0.4000
8589941601	1002.0527	-0.0714	2200	0.4000
12884906783	282.6161	-0.2861	650	0.4000
8589938850	567.0563	0.1105	2000	0.4000
8589941832	846.1173	-0.2462	850	0.4000
17179874004	1168.2000	0.1135	2750	0.4000
4294975298	22.6340	-0.2703	1900	0.4000
8589941737	3073.4229	0.4876	2500	0.4000
17179875165	228.5791	0.1987	1700	0.4000
4294970853	521.3161	0.0444	2100	0.4000
8589938356	1506.8091	0.4782	4600	0.4000
8589940513	1893.7280	0.2232	4000	0.4000
21474840502	621.0117	0.4582	6550	0.4000
8589941691	466.4747	0.4636	2400	0.4000
8589939726	948.4968	0.4075	5650	0.4000
8589940477	510.7722	0.3616	4100	0.4000
4294971547	1568.5657	0.4434	5550	0.4000
12884904168	720.5659	-0.1318	1150	0.4000
4294970414	2990.1157	0.3484	11500	0.4000
8589939364	1698.1382	0.4384	7850	0.4000
4294970912	1580.0068	0.3894	11300	0.4000
8589938207	843.2507	0.3272	4350	0.4000
25769808933	253.2005	0.2417	200	0.4000
4294974022	621.0612	-0.1858	600	0.4000
8589937217	316.5000	0.1197	1950	0.4000
8212	704.4688	0.3632	3450	0.4000
12884906105	607.0463	0.0570	3100	0.4000
4294970598	1116.4689	0.3873	6150	0.4000
21474841049	1192.5408	-0.2958	2300	0.4000
12884908321	1249.3955	0.0912	1450	0.4000
4294971838	251.5574	0.2759	9950	0.4000
4586	2851.8625	0.4857	10350	0.4000
17179876818	246.0591	-0.2455	1250	0.4000
7031	651.4036	0.3823	5900	0.4000
7493	395.5918	0.4157	4850	0.4000
8589939806	168.8530	0.4031	6900	0.4000
17179871007	20.5474	0.3120	6200	0.4000
4294973529	580.5132	0.3515	7150	0.4000
5179	168.9634	0.4106	9700	0.4000
8589935575	182.2192	0.3378	4700	0.4000
4294973818	806.0239	0.4694	7250	0.4000
7853	719.9794	0.3140	3800	0.4000
12884907335	365.3807	-0.0748	1850	0.4000
12884906942	1975.2402	0.3808	1400	0.4000
8589939309	3054.3887	0.4817	8650	0.4000
30064772380	1012.0071	0.3372	800	0.4000
34359743128	348.1512	-0.2270	500	0.4000
17179874909	762.1837	0.2596	400	0.4000
4294970869	381.9453	0.4137	7800	0.4000
4294975567	159.8242	-0.1243	250	0.4000
12884906762	582.9548	0.4843	6650	0.4000
25769808540	1180.6133	0.4791	5000	0.4000
4294974893	727.2359	0.4174	350	0.4000
34359742211	219.1940	-0.2342	150	0.4000
38654708812	69.9956	0.2331	100	0.4000
8589937252	172.9489	0.3754	50	0.4000

[relationships]
entity	agent_a	agent_b	trust	age	last_reinforced
8589941593	8589937217	21474840502	0.8779	1901	15938
30064774089	477	12884906783	-0.1890	511	15656
21474837350	8589937217	21474839479	-0.3461	1734	15846
12884906467	479	17179875165	0.3982	1609	15957
8589940658	8589941030	30064772380	0.3554	499	15940
4294967805	490	4294967884	0.1156	15782	15979
17179872875	487	17179875165	-0.0655	1548	15967
21474841771	4294970869	8589938207	0.3749	4241	15985
34359740901	7853	12884906970	0.2807	792	15833
504	477	488	-0.2869	15999	15997
21474838917	12884906942	17179875165	0.1133	1390	15858
17179873379	8589941701	17179874657	0.9900	458	15995
21474838410	1480	17179873571	0.0302	4449	15930
695	478	479	-0.2334	15907	15991
12884907559	21474840502	30064772380	0.1217	755	15853
17179872920	4294968150	4294974022	-0.3952	537	15980
17179874013	4294971547	17179873571	-0.1313	4428	15791
12884904298	12884907674	17179873080	-0.2439	414	15971
25769806619	12884906783	12884908321	-0.3297	642	15979
514	475	483	-0.0889	15998	15758
515	480	490	-0.2121	15998	15600
8589941864	4586	34359743128	0.3355	459	15981
21474840631	8589941737	12884904168	-0.0700	1138	15996
4294976006	12884902719	30064772380	0.1932	541	15938
519	483	487	-0.0153	15998	15655
520	487	490	-0.2015	15998	15837
521	488	491	0.1480	15998	15946
522	475	477	-0.2876	15997	15922
8589938361	4294968150	4294973529	0.0502	6948	15912
524	475	487	-0.1533	15997	15522
4294974408	4294975712	12884909522	0.0264	1251	14749
526	476	491	0.7200	15997	15971
527	476	492	-0.0857	15997	15434
21474838812	1089	30064772380	0.0890	758	15814
8589937660	7493	8589939309	-0.1971	4713	15960
530	477	491	-0.2197	15996	15750
531	480	491	-0.2741	15996	15893
21474841345	766	12884907335	-0.1137	1734	15923
17179874154	4294973818	17179875165	0.2626	1320	15944
21474840522	17179875165	25769808933	0.0000	174	16000
535	487	488	-0.2030	15996	15846
536	479	490	-0.2036	15996	15939
25769805122	8589941701	12884904168	-0.1189	541	15548
538	475	479	-0.0989	15995	15927
4294969001	989	21474840502	0.0903	6400	15877
12884902948	1759	12884906783	0.0141	537	15966
541	479	488	0.1094	15995	15967
542	476	490	-0.4114	15995	15925
4294967842	484	4294967884	-0.2550	15793	15740
21474838612	1480	4294974022	0.9286	512	15963
4294967847	479	4294967884	-0.2852	15797	15883
4294967951	475	491	-0.0187	15891	15691
547	475	484	-0.1133	15994	15867
8589939905	7031	7493	-0.1009	4713	15804
549	477	479	-0.2126	15993	15905
21474842776	8589941601	8589941691	-0.2064	2128	15916
4294967914	478	487	-0.1831	15887	15937
552	478	490	-0.0454	15993	15508
21474837030	17179871007	17179876818	-0.1419	1067	15915
17179872643	8589938850	25769808540	-0.0506	1904	15588
555	476	480	-0.3188	15992	15961
556	477	490	-0.0047	15992	15220
557	479	480	-0.2279	15992	15956
12884903509	8589939309	17179874909	0.0950	355	15774
559	480	487	-0.0806	15992	15414
560	491	492	-0.1045	15992	15653
8589936125	4294969162	12884908321	0.5029	1404	15993
562	475	492	-0.0102	15991	15369
17179872029	4294970853	30064772955	0.5879	2081	15961
21474841207	8589941832	12884906105	-0.2360	797	15871
17179875832	5179	30064772380	-0.0129	657	15670
12884904018	8589935308	17179876818	-0.0408	1067	14933
689	476	488	-0.0002	15918	15785
568	479	491	0.1413	15989	15899
569	484	491	-0.1908	15989	15890
17179873222	12884906783	12884906942	0.2081	542	15870
21474842459	4294971838	30064775664	-0.0873	1052	15857
12884906658	2248	12884906762	-0.0868	6453	15982
573	475	490	-0.2495	15989	15955
574	477	492	-0.1894	15989	15912
12884906114	8589938850	21474840502	-0.3119	1905	15895
4294975249	4294970853	17179871007	0.5767	2082	15926
8589942981	4294973529	8589941601	0.1811	2128	15874
578	476	484	0.9821	15988	15991
579	477	480	0.2467	15988	15967
580	476	487	0.1866	15988	15977
4294972542	475	12884906105	-0.1812	2956	15953
582	488	492	-0.1386	15988	15962
583	477	478	-0.0881	15987	15369
584	478	483	-0.1184	15987	15580
585	475	480	-0.2941	15987	15938
4294975276	4586	25769807122	0.1182	2082	15832
4294971416	491	4294971547	-0.0754	5528	15723
21474842628	8589939309	17179875165	0.2868	1641	15881
589	488	490	-0.0164	15987	15171
8589941592	4294973818	17179873080	0.0886	355	15963
591	480	488	0.1120	15986	15779
592	475	476	0.2225	15985	15716
25769807410	7853	34359743128	0.0937	356	15909
594	483	484	-0.1535	15985	15945
8589936047	747	21474838979	-0.2775	2920	15736
596	484	490	-0.0532	15984	15901
12884903270	7493	17179873815	0.1596	1735	15898
598	476	483	0.9230	15983	15960
17179873967	8589940477	34359743128	-0.2682	460	15848
8589941483	4294973818	12884908321	-0.1876	1339	15914
601	480	492	-0.0715	15982	15895
602	478	491	-0.0702	15981	15947
603	479	484	0.1981	15981	15874
604	490	491	-0.0199	15981	15480
605	480	483	-0.2514	15980	15952
4294974725	8212	8589937217	-0.0122	1906	15704
8589941436	8589941832	17179875165	0.2446	755	15966
8589937207	1018	7031	-0.1264	5807	15640
609	484	488	-0.1343	15979	15982
4294975595	8212	8589938850	-0.1935	1906	15810
17179871294	4294968150	8589938850	0.5778	1906	15998
612	477	484	-0.2759	15978	15925
17179873755	8589941701	8589941737	0.2367	460	15807
614	479	492	-0.2200	15977	15970
615	477	483	-0.1273	15977	15471
4294974337	8589939726	8589941737	-0.0919	2324	15860
21474841283	4294974022	30064772380	0.2135	538	15862
12884903387	4294973529	12884907335	-0.1063	1737	15617
619	476	478	-0.0011	15976	15656
8589935363	8589938850	21474841049	0.1999	1907	15933
621	483	488	0.1184	15976	15673
622	487	492	-0.0636	15976	15829
12884903133	1198	4294970853	-0.2544	1907	15944
624	478	480	-0.0514	15975	15692
4294974968	7853	4294973818	0.1784	3756	15976
626	487	491	-0.0647	15975	15759
8609	475	21474839479	-0.0059	2582	15833
21474840419	12884907335	25769808933	-0.2036	174	15890
8589943280	8212	8589941832	-0.2554	758	15920
21474840597	1759	12884907335	0.0802	1729	15996
21474838752	1018	4294973529	-0.2171	6991	15917
675	475	488	-0.0102	15934	15921
633	475	478	-0.1352	15971	15853
25769807249	12884908321	21474838979	-0.0027	1192	15807
635	478	488	-0.0786	15970	15544
4294974425	5179	12884904168	-0.0157	1139	15987
672	483	492	-0.0730	15937	15813
638	479	487	-0.2581	15965	15998
639	479	483	0.7063	15965	15866
640	484	487	-0.2034	15965	15918
12884907895	12884906783	30064772955	-0.2204	643	15885
642	490	492	-0.2195	15965	15691
25769806257	5179	8589938356	0.9802	4454	15990
25769807083	17179875165	25769807122	-0.1983	1641	15977
8589935535	7031	12884908321	0.2571	1339	15964
646	483	491	-0.0353	15962	14992
647	483	490	-0.1341	15961	15550
12884908892	8589941601	17179874004	-0.1961	2083	15907
649	476	477	-0.1869	15958	15634
650	478	492	-0.0458	15958	15837
25769810803	4294968677	34359743128	-0.4808	499	15972
652	478	484	-0.2440	15956	15781
653	477	487	-0.0991	15956	15479
25769809581	12884904168	17179873815	-0.1122	1067	15735
4294975399	4294969334	17179873815	-0.1961	1532	15978
4294975343	8589938850	8589941691	0.0729	1909	15830
670	480	484	-0.0737	15940	15488
658	484	492	0.0111	15951	15845
659	476	479	-0.1888	15950	15607
25769807173	12884906783	21474840502	0.9940	513	15997
12884906335	4294975567	21474841049	-0.0170	167	15978
12884906460	7031	8589938356	-0.0981	4454	15798
17179874765	12884906783	30064775664	-0.0955	644	15728
25769806644	4294973529	17179873815	-0.1653	1738	15828
12884907643	8589938356	12884906783	0.1872	645	15757
21474842213	4586	4294974022	0.0364	543	15939
12884906714	17179873080	17179874004	-0.0196	414	15823
4294967781	492	4294967884	-0.1421	15779	15805
17179873357	1089	17179874657	-0.1035	1909	15646
4294967953	480	4294967884	-0.1519	15774	15815
17179875653	8588	12884906970	0.3156	543	15918
30064775093	491	17179874657	0.1954	1910	15927
4294967981	488	4294967884	0.0745	15770	16000
4294967972	483	4294967884	0.1683	15768	15997
4294967921	491	4294967884	-0.1924	15765	15809
4294967883	487	4294967884	-0.0637	15757	15368
4294967860	492	4294967861	0.0042	15749	15806
4294967859	490	4294967861	-0.1533	15749	15774
4294967986	483	4294967861	-0.0976	15747	15832
12884903873	12884909226	21474841049	-0.0766	1339	15763
4294975778	4294968677	17179875797	0.0420	2128	15727
4294967839	491	4294967861	-0.3038	15745	15973
4294967835	480	4294967861	-0.0927	15743	15331
4294967813	477	4294967884	0.0281	15742	15729
4294975782	17179869868	17179874657	0.0545	1549	15958
12884902446	475	4294967861	-0.0122	15740	15977
4294967796	477	4294967861	0.1431	15736	15709
17179875873	1018	8589937217	-0.0393	1738	15983
4294967801	478	4294967861	0.1036	15730	15986
4294967794	476	4294967861	-0.1307	15726	15534
21474839509	8589941691	8589941737	0.1873	2373	15996
8589935236	488	4294967861	-0.0926	15726	15624
8589935270	479	4294967861	-0.0218	15720	15765
8589935271	476	4294967884	-0.1030	15717	15844
17179876175	17179873080	17179876818	-0.2628	356	15977
8589935073	475	4294967884	-0.0821	15704	15914
4294967798	478	4294967884	0.7436	15704	15973
4294975581	492	8589937217	-0.2808	1910	16000
8589937986	4294970912	17179874004	0.9379	2559	15968
8589936560	4294967884	8589939806	-0.1604	6653	15892
8589942011	7853	12884906783	0.0165	538	15655
704	487	4294967861	-0.0677	15695	15073
12884902370	4294969334	12884906942	0.1791	1321	15596
