# tick 18000
[agents]
entity	resources	trust_baseline	age	venture_chance
475	4536.4727	0.3535	18001	0.4000
4294969033	498.7577	-0.0691	1400	0.4000
477	2233.0137	0.0672	18001	0.4000
17179873521	688.1151	-0.1675	1750	0.4000
479	4598.3491	0.4062	18001	0.4000
480	66.9717	0.1820	18001	0.4000
12884902798	523.1551	0.0766	1000	0.4000
17179869868	222.0252	-0.1656	3550	0.4000
483	5750.6348	0.3881	18001	0.4000
484	1828.9409	0.3295	18001	0.4000
25769810343	370.9988	-0.0321	200	0.4000
12884903033	38.6223	-0.2759	2000	0.4000
25769808540	1251.6133	0.4791	7000	0.4000
488	1061.7671	0.3488	18001	0.4000
30064775664	95.7880	-0.2577	3100	0.4000
490	5970.3789	0.3627	18001	0.4000
491	8278.3945	0.3531	18001	0.4000
492	9420.2656	0.4483	18001	0.4000
17179875039	847.7997	0.3363	450	0.4000
12884906884	185.4399	-0.0119	1200	0.4000
4294967861	2624.8320	0.3158	17750	0.4000
8589940771	1078.1602	0.1834	1800	0.4000
723	4682.2012	0.3664	17650	0.4000
747	700.0781	0.2761	17600	0.4000
766	8963.7500	0.4544	17550	0.4000
818	5462.4551	0.2908	17450	0.4000
4294968111	2489.0166	0.3556	17400	0.4000
989	87.9966	0.2725	17100	0.4000
4294975712	2511.4590	0.4228	3350	0.4000
25769807209	1313.2980	0.2133	1950	0.4000
926	3764.1719	0.3869	17200	0.4000
12884908004	891.5829	-0.1491	2950	0.4000
8589939024	438.6586	0.2570	350	0.4000
1018	1867.7388	0.3272	17000	0.4000
12884909365	714.7902	0.0735	3600	0.4000
1089	7188.1621	0.4827	16900	0.4000
21474838979	1650.5042	0.4622	4950	0.4000
4294968677	1061.6016	0.2984	16300	0.4000
12884907108	1262.3895	0.3405	800	0.4000
1236	6537.2192	0.4908	16700	0.4000
21474839702	314.8651	0.0360	2750	0.4000
8589941701	1156.9020	0.0493	2550	0.4000
21474839479	745.9785	0.3495	4600	0.4000
12884906970	1370.3239	0.3657	2900	0.4000
