# tick 6000
[agents]
entity	resources	trust_baseline	age	venture_chance
475	7256.4731	0.3535	6001	0.4000
476	3707.4375	0.1505	6001	0.4000
477	4572.0137	0.0672	6001	0.4000
478	5344.4648	-0.2501	6001	0.4000
479	13005.3496	0.4062	6001	0.4000
480	7659.9717	0.1820	6001	0.4000
4294967969	5811.6094	0.2876	5850	0.4000
664	7763.0381	0.1627	5950	0.4000
483	8115.6348	0.3881	6001	0.4000
484	9102.9414	0.3295	6001	0.4000
485	3008.1245	-0.0857	6001	0.4000
486	3460.5808	0.0506	6001	0.4000
487	3656.8096	0.1805	6001	0.4000
488	8413.7676	0.3488	6001	0.4000
489	410.7920	-0.2702	6001	0.4000
490	8102.3789	0.3627	6001	0.4000
491	8279.3945	0.3531	6001	0.4000
492	10957.2656	0.4483	6001	0.4000
493	5965.1357	0.1472	6001	0.4000
494	3095.4658	-0.0788	6001	0.4000
4294967924	5949.1753	-0.2230	5800	0.4000
4294967803	12105.0488	0.4920	5750	0.4000
4294968036	9319.8867	0.3417	5550	0.4000
766	1898.9524	-0.0519	5450	0.4000
4294968065	6505.9116	0.2233	5400	0.4000
795	1960.3301	-0.1428	5350	0.4000
34359740925	32.5797	0.0659	150	0.4000
840	5484.4473	0.1299	5250	0.4000
869	6421.5171	0.2408	5200	0.4000
957	3281.2034	-0.2237	5050	0.4000
933	536.6194	-0.2940	5100	0.4000
4294968200	5545.1909	0.3778	5000	0.4000
987	2040.8516	-0.0899	4950	0.4000
1234	4415.0215	0.2248	4550	0.4000
1054	3782.2456	0.0144	4850	0.4000
1155	3592.1687	0.3047	4700	0.4000
1269	7270.8887	0.3791	4450	0.4000
4294968393	627.8369	-0.1540	4650	0.4000
1190	1449.7053	-0.2700	4600	0.4000
4294968456	2680.1797	-0.1236	4500	0.4000
4294968439	2766.3386	0.3085	4400	0.4000
4294968604	317.6354	0.1581	3950	0.4000
1348	447.3115	-0.1493	4300	0.4000
4294968799	2612.3848	0.3308	3650	0.4000
8589935992	4423.8286	0.2767	4000	0.4000
4294968911	2089.0068	0.2742	3700	0.4000
1617	2007.4258	-0.0109	3750	0.4000
1668	1066.3585	0.1786	3550	0.4000
12884903191	4382.8237	0.2081	3600	0.4000
1719	1460.2083	0.1684	3450	0.4000
4294968986	1711.2427	0.3703	3400	0.4000
1771	3859.4346	0.3486	3350	0.4000
2490	1080.4077	0.0187	2550	0.4000
1865	3268.4536	0.4627	3250	0.4000
1922	828.5347	-0.0356	3200	0.4000
4294969313	3342.7639	0.3858	3050	0.4000
3833	509.6704	0.1480	850	0.4000
2077	1312.1658	0.2439	2900	0.4000
2129	1979.1008	0.3794	2850	0.4000
2190	1906.1067	0.2322	2800	0.4000
4294969821	1107.3296	0.0321	2450	0.4000
2303	1377.6487	0.1728	2700	0.4000
8589937075	3372.6982	0.2897	2500	0.4000
4294969616	811.8261	-0.1446	2400	0.4000
2933	2316.6812	0.4590	1950	0.4000
