# tick 8000
[agents]
entity	resources	trust_baseline	age	venture_chance
475	7641.4731	0.3535	8001	0.4000
476	3198.4375	0.1505	8001	0.4000
477	3401.0137	0.0672	8001	0.4000
478	5219.4648	-0.2501	8001	0.4000
479	14651.3496	0.4062	8001	0.4000
480	8039.9717	0.1820	8001	0.4000
4294967969	7316.6094	0.2876	7850	0.4000
664	7942.0381	0.1627	7950	0.4000
483	9745.6348	0.3881	8001	0.4000
484	9772.9414	0.3295	8001	0.4000
485	2943.1245	-0.0857	8001	0.4000
486	3813.5808	0.0506	8001	0.4000
487	3384.8096	0.1805	8001	0.4000
488	9181.7676	0.3488	8001	0.4000
4294972717	338.0389	0.3165	450	0.4000
490	7960.3789	0.3627	8001	0.4000
491	8700.3945	0.3531	8001	0.4000
492	11477.2656	0.4483	8001	0.4000
493	5935.1357	0.1472	8001	0.4000
494	1704.4658	-0.0788	8001	0.4000
4294967924	6337.1753	-0.2230	7800	0.4000
4294967803	13257.0488	0.4920	7750	0.4000
4294968036	10352.8867	0.3417	7550	0.4000
766	1089.9524	-0.0519	7450	0.4000
4294968065	6210.9116	0.2233	7400	0.4000
795	2683.3301	-0.1428	7350	0.4000
34359740925	288.5797	0.0659	2150	0.4000
840	5134.4473	0.1299	7250	0.4000
869	7298.5171	0.2408	7200	0.4000
957	2215.2034	-0.2237	7050	0.4000
5175	1498.1520	0.4022	1050	0.4000
4294968200	6173.1909	0.3778	7000	0.4000
987	1824.8516	-0.0899	6950	0.4000
1234	4732.0215	0.2248	6550	0.4000
1054	3980.2456	0.0144	6850	0.4000
1155	4386.1689	0.3047	6700	0.4000
1269	8717.8887	0.3791	6450	0.4000
4294968393	129.8369	-0.1540	6650	0.4000
1190	1611.7053	-0.2700	6600	0.4000
4294968456	1899.1797	-0.1236	6500	0.4000
4294968439	3174.3386	0.3085	6400	0.4000
12884905751	1306.1899	0.2539	1600	0.4000
1348	580.3115	-0.1493	6300	0.4000
4294968799	3235.3848	0.3308	5650	0.4000
8589935992	6183.8286	0.2767	6000	0.4000
4294968911	2473.0068	0.2742	5700	0.4000
1617	1357.4258	-0.0109	5750	0.4000
1668	720.3585	0.1786	5550	0.4000
12884903191	5002.8237	0.2081	5600	0.4000
1719	1013.2083	0.1684	5450	0.4000
4294968986	2175.2427	0.3703	5400	0.4000
1771	3036.4346	0.3486	5350	0.4000
2490	571.4077	0.0187	4550	0.4000
1865	3679.4536	0.4627	5250	0.4000
8589935699	87.4852	-0.0510	200	0.4000
4294969313	4397.7637	0.3858	5050	0.4000
3833	495.6704	0.1480	2850	0.4000
2077	1041.1658	0.2439	4900	0.4000
2129	1919.1008	0.3794	4850	0.4000
2190	1406.1067	0.2322	4800	0.4000
4294969821	1429.3296	0.0321	4450	0.4000
2303	1928.6487	0.1728	4700	0.4000
8589937075	4693.6982	0.2897	4500	0.4000
4294969616	550.8261	-0.1446	4400	0.4000
2933	5002.6812	0.4590	3950	0.4000
8589936976	2931.2412	0.3103	4250	0.4000
2625	1385.8385	0.0816	4200	0.4000
2674	1183.1870	-0.2751	4150	0.4000
4294970662	389.7299	-0.2474	3450	0.4000
2805	3857.4380	0.3226	4050	0.4000
8589936517	55.4206	-0.0363	50	0.4000
4294969856	2996.7036	0.3961	3850	0.4000
4294972873	189.7820	-0.2604	400	0.4000
