# tick 18000
[agents]
entity	resources	trust_baseline	age	venture_chance
475	7075.4727	0.3535	18001	0.4000
8589941028	2610.5483	0.4920	3550	0.4000
17179870495	572.9067	-0.1134	1350	0.4000
478	1662.4648	-0.2501	18001	0.4000
479	13319.3496	0.4062	18001	0.4000
480	3087.9717	0.1820	18001	0.4000
4294967969	4848.6094	0.2876	17850	0.4000
664	3125.0381	0.1627	17950	0.4000
483	8502.6348	0.3881	18001	0.4000
484	6109.9414	0.3295	18001	0.4000
9601	1056.2394	0.3672	650	0.4000
486	1901.5811	0.0506	18001	0.4000
8589940085	873.9171	0.4465	2000	0.4000
488	8755.7676	0.3488	18001	0.4000
17179873570	422.0024	0.2917	5850	0.4000
490	5251.3789	0.3627	18001	0.4000
491	7213.3945	0.3531	18001	0.4000
492	11228.2656	0.4483	18001	0.4000
493	1507.1357	0.1472	18001	0.4000
21474842800	826.9586	0.3683	500	0.4000
4294967924	35.1753	-0.2230	17800	0.4000
4294967803	14764.0488	0.4920	17750	0.4000
4294968036	10230.8867	0.3417	17550	0.4000
7512	1375.0017	0.3689	6550	0.4000
4294968065	2704.9116	0.2233	17400	0.4000
795	360.3301	-0.1428	17350	0.4000
30064775120	1742.9613	0.4970	1200	0.4000
8589942408	190.5894	-0.0761	2200	0.4000
869	5490.5171	0.2408	17200	0.4000
25769808375	622.5219	0.2608	600	0.4000
5175	439.1519	0.4022	11050	0.4000
4294968200	2665.1909	0.3778	17000	0.4000
8589935811	496.4521	0.3209	2750	0.4000
1234	1441.0215	0.2248	16550	0.4000
1054	1312.2456	0.0144	16850	0.4000
1155	1481.1689	0.3047	16700	0.4000
1269	6198.8887	0.3791	16450	0.4000
4294975297	504.9868	0.3325	4650	0.4000
21474840444	292.1667	0.3099	3700	0.4000
12884907858	2591.2510	0.3768	4000	0.4000
4294968439	1398.3386	0.3085	16400	0.4000
4294971641	784.5535	0.1743	2700	0.4000
17179875865	510.5847	-0.0275	400	0.4000
4294968799	2936.3848	0.3308	15650	0.4000
8589935992	3930.8286	0.2767	16000	0.4000
8961	888.6799	0.3119	1600	0.4000
8589939198	2754.5283	0.4764	7400	0.4000
12884904876	94.3523	0.2222	5100	0.4000
12884903191	2180.8237	0.2081	15600	0.4000
7734	895.9414	0.3031	6450	0.4000
4294968986	995.2427	0.3703	15400	0.4000
21474840858	1408.7627	0.2590	1500	0.4000
8461	1402.4592	0.0802	4800	0.4000
1865	3247.4536	0.4627	15250	0.4000
25769807591	288.0134	0.0981	2400	0.4000
4294969313	3915.7637	0.3858	15050	0.4000
4294972154	1206.9722	0.4182	9050	0.4000
8589939313	1044.7463	0.4120	7050	0.4000
2129	222.1008	0.3794	14850	0.4000
8589943322	299.4496	-0.0104	1750	0.4000
8589941754	350.5438	0.2190	2850	0.4000
7407	1481.2019	0.3528	6600	0.4000
8589937075	4489.6982	0.2897	14500	0.4000
4294973483	459.6228	0.4739	7000	0.4000
2933	5557.6812	0.4590	13950	0.4000
8589936976	1841.2412	0.3103	14250	0.4000
8589942422	370.3737	0.1767	2950	0.4000
4294969189	1163.0166	0.0226	1450	0.4000
9465	296.9201	-0.2074	700	0.4000
2805	1987.4380	0.3226	14050	0.4000
4294975158	1179.0576	0.2340	2350	0.4000
4294969856	3421.7036	0.3961	13850	0.4000
7372	182.4193	0.3749	7800	0.4000
12884902540	512.7701	-0.2808	2550	0.4000
42949674382	748.6610	-0.2889	1300	0.4000
4294971634	3166.4224	0.4741	11900	0.4000
30064774505	114.8044	0.1409	100	0.4000
4294970728	2011.3120	0.3617	13300	0.4000
8589935867	276.6632	0.2267	350	0.4000
4294970544	462.5344	0.2798	13050	0.4000
4790	2071.2969	0.4134	11650	0.4000
8589937836	7360.2407	0.4845	12650	0.4000
12884904554	494.1815	-0.0630	950	0.4000
9869	334.6738	0.3442	300	0.4000
4294973455	86.8757	0.2631	5350	0.4000
6934	62.6523	0.3805	8500	0.4000
8589941120	1274.3073	0.2927	4150	0.4000
8589939109	168.4272	0.3732	11300	0.4000
51539609410	653.1495	-0.1432	1050	0.4000
8589941248	1723.0420	0.4831	7250	0.4000
8589937444	3011.3774	0.3762	5900	0.4000
17179871585	772.4405	-0.2805	2150	0.4000
4294970493	1992.8638	0.4563	11100	0.4000
8589940978	161.2419	0.0885	2900	0.4000
12884906909	1202.4308	0.3844	7450	0.4000
8719	511.6550	0.2959	4350	0.4000
8589942238	662.0282	0.1311	2600	0.4000
4294972221	953.7567	0.4209	10950	0.4000
5370	2284.2168	0.4720	10800	0.4000
12884909082	1009.8000	0.2463	1150	0.4000
17179876481	386.8064	0.0430	3600	0.4000
17179870763	276.4228	0.4400	50	0.4000
17179874405	1324.3434	0.1682	1950	0.4000
7966	876.9425	0.4666	5200	0.4000
8817	2740.2832	0.4856	4250	0.4000
12884906577	118.5126	0.4448	4500	0.4000
8589940658	464.8950	0.3713	3800	0.4000
21474842263	711.6564	0.1695	1550	0.4000
4294972445	2085.9509	0.4666	9400	0.4000
8589940965	1071.4028	0.3877	8650	0.4000
12884904994	444.4092	0.0344	3400	0.4000
30064775948	895.0646	-0.1635	1100	0.4000
4294969561	96.3527	0.0946	4200	0.4000
8589942394	2030.2700	0.4309	2450	0.4000
8589940415	250.1902	0.3443	8350	0.4000
8092	651.1772	0.1127	4950	0.4000
9215	864.4720	0.0449	1000	0.4000
12884903626	666.4352	0.2457	1250	0.4000
17179873158	217.5868	-0.1242	250	0.4000
12884905217	1130.6102	0.3934	5550	0.4000
8589940663	495.8596	0.3427	5000	0.4000
21474843183	733.9927	0.1149	3300	0.4000
25769804859	1285.0148	0.4242	2100	0.4000
17179877041	227.6248	-0.2753	150	0.4000
17179871144	285.7688	-0.1060	2500	0.4000
8589936341	2512.1299	0.4915	2300	0.4000
12884907166	1861.0303	0.4247	2250	0.4000
8589943070	495.3761	0.2448	1900	0.4000
12884903408	908.4996	0.1078	1850	0.4000
17179876206	1756.4678	0.4816	1800	0.4000
8589937032	89.0832	-0.2096	1700	0.4000
4294975111	760.1131	0.3514	1650	0.4000
10006	246.6479	-0.0149	200	0.4000
4294971317	1266.7661	0.2757	850	0.4000
17179872094	1066.7727	0.0660	800	0.4000
9326	702.2897	0.3122	750	0.4000
17179876066	293.3510	0.2267	550	0.4000
25769807393	152.1650	-0.2756	450	0.4000

[relationships]
entity	agent_a	agent_b	trust	age	last_reinforced
17179876327	4294972221	21474840444	0.1053	3649	17943
4294967840	475	491	0.1760	17861	17981
9734	9465	4294969561	-0.2915	603	17892
4294967853	486	664	-0.2811	17863	17996
4294967796	8589942394	12884907858	0.0604	2423	17486
17179875536	475	17179876066	-0.2280	470	17778
501	483	486	0.0168	18000	17697
4294967956	486	4294967969	-0.0835	17847	17666
17179876276	7512	7734	-0.1972	6404	17981
17179872620	21474840858	25769807591	-0.0100	1313	17818
667	484	664	-0.3811	17947	17963
12884903929	17179877041	42949674382	-0.3402	49	17951
17179874634	9465	4294971317	-0.0994	564	17436
677	493	664	-0.1482	17933	17812
676	475	488	0.5906	17934	17966
9732	17179873570	30064775948	-0.3047	604	17992
4294971992	8589937444	8589937836	-0.0134	5840	17918
675	475	664	-0.0524	17936	17993
513	475	483	-0.2124	17998	17897
514	480	490	0.0212	17998	17793
4294967906	478	486	-0.3692	17870	17976
4294975803	7966	12884909082	0.1273	1135	17990
4294972958	664	8589940965	0.1573	8606	17963
12884902858	8817	10006	0.1779	178	17959
25769807517	475	17179876481	-0.3188	3565	17892
520	488	491	-0.0722	17998	17294
12884904421	8589937836	25769808375	-0.0772	576	17997
4294967918	478	664	-0.2518	17871	17968
12884902369	5370	42949674382	-0.0473	1269	17954
17179871814	4294969189	8589937032	-0.0250	1185	17168
34359744430	8589937032	25769804859	-0.0588	1522	17934
9269	9215	12884903408	-0.0956	978	17725
527	490	493	-0.0635	17997	17807
674	483	492	-0.1528	17937	17937
9268	9215	12884903626	0.2874	978	17844
530	480	491	0.0812	17996	17630
679	483	664	-0.2259	17930	17953
25769807856	492	8589940658	0.0809	3728	17930
9731	2805	9326	0.0696	604	17952
4294974821	479	12884907483	0.0001	4065	13935
535	479	490	-0.0616	17996	17217
12884908679	8719	12884904994	0.2835	3364	17995
537	475	479	-0.0141	17995	17315
9730	7407	9601	0.4225	604	17997
539	484	486	0.0131	17995	17672
540	479	488	-0.1888	17995	17729
17179873352	4294970544	17179874405	0.0589	1932	17726
12884907617	8092	8589940658	-0.1730	3650	17908
4294971821	490	8589937444	-0.0629	5840	17860
17179870755	8817	4294971641	-0.2566	2559	17987
4294976453	4294971317	30064775948	0.1246	576	17613
546	475	484	-0.1625	17994	17992
9729	9326	8589937032	0.3199	605	17955
21474839471	4790	21474842263	0.0399	1314	17441
10034	475	17179873158	0.0176	189	17811
550	483	484	-0.0074	17993	17652
551	478	490	-0.1806	17993	17960
552	486	491	-0.1427	17993	17996
553	475	493	0.0889	17993	17946
12884902594	480	21474840444	-0.0868	3650	17444
12884904838	4294969189	8589940658	-0.1239	1314	17860
556	479	480	-0.1447	17992	17854
695	490	664	0.0711	17896	17663
12884908959	4294967924	8589941120	-0.0702	4088	17643
559	491	492	-0.2405	17992	17879
21474838987	869	7966	-0.2137	5165	17845
561	475	492	-0.3146	17991	17967
17179874798	8589937075	8589941028	0.0876	3231	17923
17179871595	4294969561	8589941754	-0.0947	2559	17687
21474839462	4790	21474843183	-0.0576	3232	17290
8589935123	8589939198	17179870495	0.3444	1269	17768
17179872882	17179872094	17179877041	-0.1304	49	17998
682	480	664	0.0227	17927	17565
568	479	491	-0.3471	17989	17987
569	484	491	-0.0227	17989	17826
4294967806	5370	12884902540	0.0039	2423	17881
571	486	492	0.1853	17989	17967
12884903321	486	21474843183	-0.1419	2820	17840
573	475	490	-0.2223	17989	17951
12884908106	8589942422	17179870495	-0.1424	1315	17701
575	480	493	-0.0775	17989	17242
17179872414	4294975297	25769804859	-0.1264	1925	17818
8589940903	486	12884903408	-0.0328	1374	17928
9267	8961	51539609410	0.0697	978	17802
12884908984	8817	8589941120	-0.1157	4089	17947
8589940666	5175	4294975158	-0.1936	1975	17895
581	488	492	-0.2106	17988	17980
17179871618	17179870495	17179876481	-0.1441	1315	17931
583	478	483	-0.0438	17987	17917
584	475	480	-0.1072	17987	17472
8589941593	4294969856	17179876206	-0.0367	1716	17939
21474840325	8589936976	30064775120	0.0345	1185	17895
587	488	490	-0.1309	17987	17756
8589941559	4294969561	21474842263	-0.1694	1375	17945
589	480	488	-0.2960	17986	17981
4294968013	484	8589943322	-0.2656	1269	17981
17179874835	4294968200	12884902540	-0.1362	2501	17935
592	486	490	0.9861	17985	17993
