# tick 10000
[agents]
entity	resources	trust_baseline	age	venture_chance
475	8026.4727	0.3535	10001	0.4000
476	2523.4375	0.1505	10001	0.4000
477	2435.0137	0.0672	10001	0.4000
478	4591.4648	-0.2501	10001	0.4000
479	14503.3496	0.4062	10001	0.4000
480	6837.9717	0.1820	10001	0.4000
4294967969	7857.6094	0.2876	9850	0.4000
664	7897.0381	0.1627	9950	0.4000
483	10092.6348	0.3881	10001	0.4000
484	8604.9414	0.3295	10001	0.4000
485	2545.1245	-0.0857	10001	0.4000
486	4235.5811	0.0506	10001	0.4000
487	2231.8096	0.1805	10001	0.4000
488	9715.7676	0.3488	10001	0.4000
4294972717	913.0389	0.3165	2450	0.4000
490	7961.3789	0.3627	10001	0.4000
491	9379.3945	0.3531	10001	0.4000
492	11637.2656	0.4483	10001	0.4000
493	5131.1357	0.1472	10001	0.4000
494	30.4658	-0.0788	10001	0.4000
4294967924	5363.1753	-0.2230	9800	0.4000
4294967803	13470.0488	0.4920	9750	0.4000
4294968036	10571.8867	0.3417	9550	0.4000
766	188.9524	-0.0519	9450	0.4000
4294968065	6282.9116	0.2233	9400	0.4000
795	2675.3301	-0.1428	9350	0.4000
6256	469.9447	0.1821	1600	0.4000
840	4181.4473	0.1299	9250	0.4000
869	7476.5171	0.2408	9200	0.4000
957	1797.2034	-0.2237	9050	0.4000
5175	2167.1519	0.4022	3050	0.4000
4294968200	5212.1909	0.3778	9000	0.4000
987	1550.8516	-0.0899	8950	0.4000
1234	5451.0215	0.2248	8550	0.4000
1054	3710.2456	0.0144	8850	0.4000
1155	4532.1689	0.3047	8700	0.4000
1269	8316.8887	0.3791	8450	0.4000
6053	1077.0757	0.0762	1750	0.4000
1190	1085.7053	-0.2700	8600	0.4000
4294968456	1225.1797	-0.1236	8500	0.4000
4294968439	2487.3386	0.3085	8400	0.4000
12884905751	1052.1899	0.2539	3600	0.4000
34359739790	149.7622	-0.1869	850	0.4000
4294968799	3701.3848	0.3308	7650	0.4000
8589935992	5926.8286	0.2767	8000	0.4000
4294968911	2112.0068	0.2742	7700	0.4000
1617	476.4258	-0.0109	7750	0.4000
4294974112	414.8462	0.1952	600	0.4000
12884903191	4706.8237	0.2081	7600	0.4000
1719	94.2083	0.1684	7450	0.4000
4294968986	2129.2427	0.3703	7400	0.4000
1771	2469.4346	0.3486	7350	0.4000
8589935758	251.5606	-0.0777	1500	0.4000
1865	4037.4536	0.4627	7250	0.4000
8589935699	1019.4852	-0.0510	2200	0.4000
4294969313	4795.7637	0.3858	7050	0.4000
4294972154	1371.9723	0.4182	1050	0.4000
2077	558.1658	0.2439	6900	0.4000
2129	2143.1008	0.3794	6850	0.4000
2190	849.1067	0.2322	6800	0.4000
4294969821	872.3296	0.0321	6450	0.4000
2303	861.6487	0.1728	6700	0.4000
8589937075	5356.6982	0.2897	6500	0.4000
4294969616	372.8261	-0.1446	6400	0.4000
2933	6044.6812	0.4590	5950	0.4000
8589936976	3369.2412	0.3103	6250	0.4000
2625	854.8385	0.0816	6200	0.4000
2674	1103.1870	-0.2751	6150	0.4000
6155	740.5411	0.0699	1650	0.4000
2805	4615.4380	0.3226	6050	0.4000
8589936517	523.4206	-0.0363	2050	0.4000
4294969856	3462.7036	0.3961	5850	0.4000
4294973799	88.1408	-0.2552	100	0.4000
4294971145	2053.1833	0.4494	2350	0.4000
3147	978.1689	0.0912	5700	0.4000
4294971634	3571.4224	0.4741	3900	0.4000
3445	2393.7349	0.2797	5500	0.4000
4294970728	4077.3120	0.3617	5300	0.4000
4294970885	1097.3712	0.3092	5200	0.4000
4294970544	2478.5344	0.2798	5050	0.4000
4790	2946.2969	0.4134	3650	0.4000
8589937836	6257.2407	0.4845	4650	0.4000
4294969590	2612.8113	0.3158	4550	0.4000
25769805614	144.4367	-0.0115	450	0.4000
12884906303	1730.0332	0.3459	1850	0.4000
6934	678.6523	0.3805	500	0.4000
4113	190.1921	0.2054	4300	0.4000
8589939109	1653.4272	0.3732	3300	0.4000
17179873056	1354.3698	0.0838	4100	0.4000
4294972252	456.3319	0.3020	3350	0.4000
4453	364.8228	-0.0153	4000	0.4000
4294970590	109.5941	0.0640	3850	0.4000
4294970493	1791.8638	0.4563	3100	0.4000
6613	207.7211	0.0261	1150	0.4000
4294972247	227.3604	0.0696	3400	0.4000
5984	781.5542	-0.1377	1900	0.4000
4294973627	115.5560	0.0551	150	0.4000
4294972221	610.7567	0.4209	2950	0.4000
5370	2454.2168	0.4720	2800	0.4000
5278	459.0283	-0.0419	2850	0.4000
5781	831.8606	0.1196	2550	0.4000
8589939777	133.9752	0.0713	2500	0.4000
