# tick 26000
[agents]
entity	resources	trust_baseline	age	venture_chance	traits	coop_quality	group_key
475	842.4731	0.3535	26001	0.4000	1,2,1	0.5000	25
8589948195	437.1523	0.1310	7500	0.4000	1,1,3	0.5000	23
4294983245	2923.5625	0.1201	7700	0.4000	3,1,1	0.5000	53
8589939079	4323.8599	0.0727	11850	0.4000	0,0,1	0.5000	1
12884907975	1084.4058	0.0717	8200	0.4000	3,0,1	0.5000	49
480	593.0625	0.4021	26001	0.4000	0,3,3	0.5000	15
8589945089	1496.4448	-0.1719	5550	0.4000	2,2,3	0.5000	43
4294968376	677.8462	-0.2695	7900	0.4000	3,0,2	0.5000	50
4294981821	434.9829	-0.1817	11000	0.4000	2,2,1	0.5000	41
4294974008	1385.7971	0.4448	6450	0.4000	1,2,3	0.5000	27
4294982079	208.0303	-0.2134	6700	0.4000	0,1,3	0.5000	7
503	301.7998	0.4325	26001	0.4000	0,3,0	0.5000	12
4294972176	797.9342	-0.0306	3000	0.4000	2,3,2	0.5000	46
8589945078	138.5608	0.0528	7050	0.4000	1,1,3	0.5000	23
4294967865	751.6689	0.1746	25700	0.4000	3,1,2	0.5000	54
4294967997	1214.8486	0.3743	25900	0.4000	3,3,0	0.5000	60
4294973350	945.6997	-0.2393	7350	0.4000	3,1,0	0.5000	52
4294968492	883.0708	0.3573	5850	0.4000	1,3,1	0.5000	29
8589936613	701.2661	0.0085	5950	0.4000	3,2,0	0.5000	56
4294974745	2262.9399	0.3613	6600	0.4000	0,2,3	0.5000	11
4294976772	3131.3674	-0.2458	5800	0.4000	1,2,2	0.5000	26
17179872350	321.6024	0.1943	1400	0.4000	1,0,3	0.5000	19
13818	608.8540	-0.0558	18200	0.4000	0,1,3	0.5000	7
3257	1967.1372	-0.0389	22750	0.4000	3,3,3	0.5000	63
4294977454	1185.4590	0.4130	6300	0.4000	2,3,3	0.5000	47
30064777491	2153.8550	-0.1392	3100	0.4000	1,1,0	0.5000	20
4294983123	1312.3564	-0.2565	5600	0.4000	1,2,0	0.5000	24
4294981797	1289.2981	0.2596	6250	0.4000	1,1,2	0.5000	22
8589943552	551.4684	0.0077	3850	0.4000	3,2,1	0.5000	57
4294976657	843.4340	-0.2254	4300	0.4000	3,3,1	0.5000	61
12884907715	152.6143	0.4451	7450	0.4000	2,3,3	0.5000	47
4294977480	2620.4663	-0.1905	4500	0.4000	2,1,1	0.5000	37
4294976242	2267.0630	-0.0036	9200	0.4000	3,2,0	0.5000	56
4294974457	424.8120	-0.2958	7200	0.4000	3,2,2	0.5000	58
17179875501	361.9883	0.2928	100	0.4000	1,2,3	0.5000	27
12884904749	2139.1616	0.4802	4250	0.4000	1,2,3	0.5000	27
