# tick 20000
[agents]
entity	resources	trust_baseline	age	venture_chance	traits	coop_quality	group_key
475	4148.4731	0.3535	20001	0.4000	1,2,1	0.5000	25
8589948195	2690.1523	0.1310	1500	0.4000	1,1,3	0.5000	23
4294978330	1132.0831	-0.1041	400	0.4000	1,2,2	0.5000	26
8589939079	7146.8599	0.0727	5850	0.4000	0,0,1	0.5000	1
479	2156.1245	-0.0857	20001	0.4000	3,2,1	0.5000	57
480	3489.0625	0.4021	20001	0.4000	0,3,3	0.5000	15
10730	222.5645	0.3478	13250	0.4000	0,0,0	0.5000	0
8589938671	1010.7155	-0.2563	4950	0.4000	0,1,3	0.5000	7
4294981821	4064.9829	-0.1817	5000	0.4000	2,2,1	0.5000	41
9531	2994.5435	-0.1913	13700	0.4000	2,2,1	0.5000	41
3721	724.4751	0.1814	16450	0.4000	1,3,2	0.5000	30
503	4290.7998	0.4325	20001	0.4000	0,3,0	0.5000	12
11152	512.8384	0.3644	13100	0.4000	3,2,3	0.5000	59
5031	1326.7051	0.3873	15700	0.4000	2,0,0	0.5000	32
4294967865	3144.6689	0.1746	19700	0.4000	3,1,2	0.5000	54
4294967997	4176.8486	0.3743	19900	0.4000	3,3,0	0.5000	60
12445	2882.0762	0.2786	12650	0.4000	2,1,2	0.5000	38
4294979014	2182.2593	-0.0035	2350	0.4000	0,2,3	0.5000	11
8589948751	2831.8259	0.1487	3750	0.4000	3,2,1	0.5000	57
11439	2506.8770	-0.0167	13000	0.4000	2,3,1	0.5000	45
9796	248.1907	-0.2374	13600	0.4000	0,3,1	0.5000	13
21474838901	1553.6976	-0.2487	4250	0.4000	0,1,0	0.5000	4
13818	3004.8540	-0.0558	12200	0.4000	0,1,3	0.5000	7
3257	4164.1372	-0.0389	16750	0.4000	3,3,3	0.5000	63
8589935318	1752.7607	0.4385	19300	0.4000	0,3,3	0.5000	15
3967	1319.1177	0.4046	16300	0.4000	2,3,2	0.5000	46
4294971803	152.0898	0.1681	4650	0.4000	3,3,0	0.5000	60
8589935373	3075.9062	0.1460	19150	0.4000	2,3,1	0.5000	45
4294969712	779.5575	0.0348	4300	0.4000	2,0,3	0.5000	35
4294967982	873.0322	0.1539	19050	0.4000	0,3,2	0.5000	14
4294973528	2284.4612	-0.1775	2450	0.4000	1,1,1	0.5000	21
4294975381	1526.6162	0.1138	4100	0.4000	2,1,3	0.5000	39
21474851451	2228.6763	-0.2193	2250	0.4000	0,3,0	0.5000	12
12884910244	1584.6748	-0.1303	5450	0.4000	0,3,1	0.5000	13
1059	2817.2324	0.4055	18800	0.4000	3,3,1	0.5000	61
4294971764	2082.5999	0.4130	5400	0.4000	1,0,1	0.5000	17
3892	516.1494	0.1584	16350	0.4000	1,0,1	0.5000	17
8589946157	354.6427	0.0599	100	0.4000	2,2,3	0.5000	43
1193	267.2812	-0.1162	18600	0.4000	1,1,0	0.5000	20
1232	2205.0361	0.2243	18550	0.4000	3,0,0	0.5000	48
1273	1899.5469	-0.0569	18500	0.4000	0,2,1	0.5000	9
10460	2094.2307	0.3219	13350	0.4000	2,0,2	0.5000	34
1348	2348.7900	-0.2153	18400	0.4000	3,1,2	0.5000	54
1393	356.2822	-0.2601	18350	0.4000	3,1,0	0.5000	52
4294971247	1581.3265	0.4533	1550	0.4000	1,3,1	0.5000	29
1481	1573.6318	0.4403	18250	0.4000	2,3,0	0.5000	44
14865	195.8525	0.3660	11850	0.4000	0,1,2	0.5000	6
4294980811	633.0430	0.0413	2850	0.4000	1,3,2	0.5000	30
1617	4173.4268	-0.1892	18100	0.4000	3,1,3	0.5000	55
17179882462	3170.9434	-0.1870	2300	0.4000	3,2,2	0.5000	58
4294979206	1717.8763	-0.1989	1850	0.4000	2,1,0	0.5000	36
4294979341	4568.8047	0.0179	3000	0.4000	2,3,2	0.5000	46
8589935405	386.7556	-0.2373	4400	0.4000	3,3,1	0.5000	61
1866	3652.6582	0.1821	17850	0.4000	1,3,0	0.5000	28
7558	751.7153	0.3421	14500	0.4000	3,1,1	0.5000	53
5821	66.2036	0.2397	15300	0.4000	0,0,1	0.5000	1
4223	2718.3862	0.1425	16150	0.4000	3,2,2	0.5000	58
8589943680	4173.2515	0.2418	2150	0.4000	2,2,0	0.5000	40
4294973495	2856.7820	0.1480	4150	0.4000	2,2,0	0.5000	40
2212	767.6147	0.4746	17550	0.4000	2,1,2	0.5000	38
4849	1141.6855	0.0181	15800	0.4000	0,0,3	0.5000	3
2318	532.9761	0.0408	17450	0.4000	3,2,1	0.5000	57
4294971958	1601.6320	-0.1514	4350	0.4000	1,0,0	0.5000	16
8589945746	4267.6357	0.0198	3800	0.4000	0,3,0	0.5000	12
4294970069	1400.7340	0.4441	800	0.4000	2,0,1	0.5000	33
4294969805	2918.3289	0.1332	4200	0.4000	1,2,1	0.5000	25
12892	488.7935	0.4332	12500	0.4000	0,0,1	0.5000	1
7346	966.4932	0.2787	14600	0.4000	1,2,3	0.5000	27
2755	3201.4775	-0.0154	17100	0.4000	0,0,0	0.5000	0
2825	2407.4634	-0.0700	17050	0.4000	3,1,2	0.5000	54
4294976176	3986.7285	0.3526	2400	0.4000	3,2,1	0.5000	57
8589944526	1339.0203	0.1105	5100	0.4000	2,3,3	0.5000	47
4294979955	2630.7273	0.1109	950	0.4000	3,2,1	0.5000	57
12884906468	1069.7197	-0.1787	4750	0.4000	0,3,0	0.5000	12
4294979120	3152.7476	0.1448	4700	0.4000	3,1,1	0.5000	53
8589945916	316.0598	-0.2039	4050	0.4000	3,2,2	0.5000	58
4294982203	1850.5811	0.1473	2650	0.4000	0,0,0	0.5000	0
4294973713	4474.0215	0.0617	4500	0.4000	0,0,3	0.5000	3
4294977121	206.5674	-0.1773	4450	0.4000	1,0,0	0.5000	16
8589946862	247.2863	0.0655	50	0.4000	0,1,3	0.5000	7
4294970973	4481.5049	-0.2538	3950	0.4000	3,1,0	0.5000	52
4294979556	783.0792	-0.2040	3900	0.4000	3,1,1	0.5000	53
4294981764	3118.7644	-0.2772	1100	0.4000	3,2,3	0.5000	59
21474837390	2874.2141	-0.0276	3700	0.4000	0,2,1	0.5000	9
4294977093	1348.7241	0.1767	3650	0.4000	0,2,1	0.5000	9
4294978925	2925.5933	-0.0058	3600	0.4000	0,3,3	0.5000	15
4294969516	1568.8082	0.4036	3550	0.4000	2,3,3	0.5000	47
8589935551	393.5262	-0.1918	150	0.4000	3,3,3	0.5000	63
4294977495	3543.9004	-0.1089	3450	0.4000	0,3,1	0.5000	13
4294968576	2982.4155	-0.2962	3400	0.4000	2,2,2	0.5000	42
4294970416	1486.4333	0.1061	3350	0.4000	1,2,0	0.5000	24
4294970845	1018.0604	-0.1691	3300	0.4000	0,3,1	0.5000	13
4294976040	1158.7456	-0.1190	3250	0.4000	3,2,2	0.5000	58
4294976242	4274.0630	-0.0036	3200	0.4000	3,2,0	0.5000	56
4294981975	340.8203	0.3328	3150	0.4000	1,1,2	0.5000	22
4294972708	3392.2407	0.4243	3100	0.4000	0,3,3	0.5000	15
4294969848	969.2091	0.1005	3050	0.4000	1,2,0	0.5000	24
4294971767	3022.7556	0.4934	2950	0.4000	3,3,1	0.5000	61
4294974471	2041.4805	-0.1800	2900	0.4000	2,2,0	0.5000	40
8589937445	2105.0027	0.0468	2800	0.4000	1,1,1	0.5000	21
4294976269	3264.0449	0.0758	2750	0.4000	2,2,3	0.5000	43
4294969327	2012.7378	0.0616	2700	0.4000	0,1,2	0.5000	6
12884909655	2203.2629	0.3065	2600	0.4000	3,2,3	0.5000	59
4294981062	1333.3794	-0.1831	2550	0.4000	0,1,3	0.5000	7
4294979000	2479.1602	0.1948	2500	0.4000	1,1,2	0.5000	22
12884907975	3253.4058	0.0717	2200	0.4000	3,0,1	0.5000	49
8589943553	735.8666	-0.1667	2100	0.4000	2,0,0	0.5000	32
8589936294	3132.6250	0.1503	2050	0.4000	3,2,1	0.5000	57
8589935543	3095.2358	-0.1477	2000	0.4000	0,1,3	0.5000	7
4294969824	1837.8236	0.1731	1950	0.4000	2,1,0	0.5000	36
4294968376	3368.8462	-0.2695	1900	0.4000	3,0,2	0.5000	50
4294969074	3510.2021	-0.0932	1800	0.4000	1,2,1	0.5000	25
4294979983	3393.7700	0.0882	1750	0.4000	2,2,1	0.5000	41
4294983245	3189.5625	0.1201	1700	0.4000	3,1,1	0.5000	53
8589935558	1567.8721	-0.0641	1650	0.4000	1,0,1	0.5000	17
4294972085	1995.6550	-0.1316	1600	0.4000	1,0,1	0.5000	17
12884907715	2607.6143	0.4451	1450	0.4000	2,3,3	0.5000	47
8589944467	3188.3521	0.4999	1400	0.4000	3,1,1	0.5000	53
4294973350	3406.6997	-0.2393	1350	0.4000	3,1,0	0.5000	52
4294980154	1780.1035	0.4280	1300	0.4000	1,2,1	0.5000	25
4294978993	2438.6318	-0.1441	1250	0.4000	3,3,2	0.5000	62
4294974457	2629.8120	-0.2958	1200	0.4000	3,2,2	0.5000	58
4294980962	1754.5170	0.2800	1150	0.4000	1,3,0	0.5000	28
8589945078	2871.5608	0.0528	1050	0.4000	1,1,3	0.5000	23
4294978171	2294.4551	-0.2447	1000	0.4000	0,3,3	0.5000	15
8589949064	2157.2983	0.1101	900	0.4000	3,2,0	0.5000	56
4294982302	1569.6793	-0.1468	850	0.4000	1,2,3	0.5000	27
4294971400	2364.4546	-0.2914	750	0.4000	0,1,3	0.5000	7
4294982079	1112.0303	-0.2134	700	0.4000	0,1,3	0.5000	7
4294978897	1622.4631	-0.1742	650	0.4000	1,1,0	0.5000	20
4294974745	1472.9398	0.3613	600	0.4000	0,2,3	0.5000	11
4294972582	1273.6436	0.4075	550	0.4000	1,0,0	0.5000	16
4294980250	1883.0038	0.4836	500	0.4000	0,1,3	0.5000	7
4294974008	1271.7971	0.4448	450	0.4000	1,2,3	0.5000	27
4294973138	757.5878	-0.1516	350	0.4000	2,0,3	0.5000	35
4294977454	493.4589	0.4130	300	0.4000	2,3,3	0.5000	47
4294981797	529.2981	0.2596	250	0.4000	1,1,2	0.5000	22
4294982171	574.3400	-0.0910	200	0.4000	0,2,1	0.5000	9

[relationships]
entity	agent_a	agent_b	trust	age	last_reinforced
4294979704	4294973713	8589935318	0.0441	4064	19708
4294969791	1481	4294970851	-0.0000	6128	13872
11564	9531	11439	0.0150	12960	19930
4294967932	475	4294967997	0.0102	19882	19924
4294968054	479	4294967865	-0.0764	19678	19802
4294983576	2212	4294984153	-0.0000	8202	11798
14787	12892	13818	-0.0894	11879	19392
